"id_artigo","titulo","abstract","n_paginas","tipo_artigo","lingua","n_edicao"
"1","Polygon clipping and polygon reconstruction","Polygon clipping is an important operation that computers execute all the time. An algorithm that clips a polygon is rather complex. Each edge of the polygon must be tested against each edge of the clipping window, usually a rectangle. As a result, new edges may be added, and existing edges may be discarded, retained, or divided. Multiple polygons may result from clipping a single polygon. After clipping, we may have a set of segments, which must be handled to generate the clipped polygon. This work proposes two new algorithms: clipping polygon against a rectangle window, and polygon reconstruction from a set of segments. The algorithms were implemented in Secondo, a platform for implementing and experimenting with various kinds of data models.","","Full papers","english","9"
"2","An�lise da complexidade de texturas em imagens urbanas utilizando dimens�o fractal","This paper presents a study of the correlation between Fractal Dimension and urban morphological patterns. In remote sensing images, the urban morphological patterns are represented by complex interations of different surfaces, and each surface corresponds to a kind of texture. In this work, Fractal Dimension measures are applied to estimate the texture in remote sensing images from some urban areas, in order to permit a classification of their morphological patterns. RESUMO: Este artigo apresenta um estudo sobre a correla��o entre Dimens�o Fractal e os padr�es morfol�gicos urbanos. Em imagens de sensoriamento remoto, os padr�es morfol�gicos urbanos s�o representados por complexas intera��es de diferentes superf�cies, e cada superf�cie corresponde a um tipo de textura. Neste trabalho � realizada a compara��o de duas metodologias para a estimativa da Dimensao Fractal em texturas de imagens de sensoriamento remoto, de modo a verificar qual abordagem melhor se adequa � an�lise urbana.","","Short papers","portuguese","9"
"3","Rule-based evolution of typed spatiotemporal objects","","","Full papers","english","9"
"4","An instance-based approach for matching export schemas of geographical database web services","This paper describes a semantic approach for matching export schemas of geographical database Web services, based on the use of a small set of typical instances. The paper also contains an extensive experiment, in the context of two gazetteers, Geonames and the ADL gazetteer, to illustrate the approach.","","Full papers","english","9"
"5","Trajectory data warehouses: proposal of design and application to exploit data","In this paper we are interested in storing and perform OLAP queries about various aggregate trajectory properties. We consider a data stream environment where a set of mobile objects send the data about its location in a irregular and unbounded way, the data volume is stored in a centralized and traditional DW with pre-computed aggregations values (preserving the trajectories privacy). We present an application developed to receive the stream data set, to store and compute the pre-aggregation values and to present final results in order to reveal the knowledge about the trajectories.","","Full papers","english","9"
"6","Integra��o do SGBD Oracle Spatial e do Google Earth para disponibilizar informa��es relacionadas ao Invent�rio Florestal de Minas Gerais","The technologies of database management systems and their related spatial extension are in constant advance and are indispensable tools in the research area of GIS. This work presents the integration of Oracle Spatial with Google Earth in order to create a WWW application that was created to disseminate information provided from the project of the inventory of the forests from the Minas Gerais state of Brazil. RESUMO: O assunto Sistemas Gerenciadores de Banco de Dados e suas extens�es espaciais est�o em constante avan�o e est�o se tornando indispens�veis na �rea de Sistemas de Informa��es Geogr�ficas. Este artigo apresenta o desenvolvimento de um aplicativo WEB para dados geogr�ficos que visa integrar tecnologias como Oracle Spacial e Google Earth para disponibilizar informa��es relacionadas ao Invent�rio Florestal do Estado de Minas Gerais.","","Short papers","portuguese","9"
"7","Weighted overlay, fuzzy logic and neural networks for estimating vegetation vulnerability within the ecological economical zoning of Minas Gerais, Brazil","This paper describes the research carried out within the framework of the Ecological Economical Zoning of Minas Gerais (ZEE-MG) to model vegetation vulnerability derived by a number of spatial inference methods. Methods based on weighted overlay, fuzzy logic, and neural networks were compared in terms of visual similarity between maps, the degree of restrictiveness concerning vulnerability, and the easiness of implementation. It was concluded that weighted overlay is the best approach to be used within the ZEE-MG. RESUMO: Este artigo descreve os estudos realizados durante os trabalhos do Zoneamento Ecol�gico Econ�mico de Minas Gerais para modelar a vulnerabilidade da vegeta��o derivada de v�rios m�todos de infer�ncia espacial. M�todos baseados em sobreposi��o ponderada, l�gica fuzzy e redes neurais foram comparados em fun��o da similaridade visual entre os mapas, do grau de restri��o em rela��o � vulnerabilidade e da facilidade de operacionaliza��o. Foi conclu�do que o m�todo de sobreposi��o ponderada � a melhor alternativa para ser usada no ZEE-MG.","","Full papers","english","9"
"8","Federated spatial cursors","The usage of small mobile devices for data-intensive applications becomes more and more self-evident. As a consequence we have to consider these devices and their inherent characteristics in future system designs, like the limitations of memory and communication bandwidth. For example, when querying data servers for information, a mobile application can hardly anticipate the size of the result set. Our approach is to give more control over the data delivery process to the application, so that it can be adapted regarding its device status, the costs and availability of communication channels, and the users needs. This paper introduces a flexible and scalable approach by providing spatially federated cursor functionality. It is based on an open federation over a set of loosely coupled data sources that provide simple object retrieval interfaces.","","Full papers","english","9"
"9","Constru��o de mosaicos georreferenciados usando imagens a�reas de pequeno formato para SIG","We propose to use small format aerial images (SFAI) that are considered as not controled and stereo-photogrammetry techniques for construction of georreferenced mosaics. The images are obtained using a simple digital camera coupled to a small radio controled helicopter. Techniques for removing common distortions are applied and the relative orientation of the models are performed based on perspective geometry. Then, ground truth points are used to get absolut orientation, plus a definition of scale and a coordinate system which relates image measures to the ground. The mosaic is to be read into a GIS system, which is also being developed based on AJAX, providing useful information to users. Preliminary results have shown the aplicability of the system. RESUMO: Propomos construir mosaicos georreferenciados com t�cnicas da est�reo-fotogrametria usando imagens a�reas de pequeno formato(SFAI) n�o controladas. As imagens s�o obtidas com uma c�mera digital comum acoplada a um helic�ptero aeromodelo. T�cnicas para corrigir distor��es � aplicada e a orienta��o relativa dos modelos � realizada baseada na geometria perpectiva. Pontos reais do terreno s�o usados para executar a orienta��o absoluta, definindo uma escala e um sistema de coordenadas que relacione medidas da imagem com o terreno. O mosaico ser� manipulado em um SIG, que esta sendo desenvolvido baseado em AJAX, fornecendo informa��o �til aos usu�rios.","","Short papers","portuguese","9"
"10","A service-oriented architecture for progressive transmission of maps","The Internet creates an environment suitable to spatial data share, allowing the users to transmit, visualize, manipulate and interact with them. This environment not only allows new opportunities for geospatial data use, but also introduces new problems that must be managed to permit these data to be used in an effective and useful way. One of such problems is related to the use of these data with small network bandwidth. This work presents an architecture based on Gis Services for the progressive transmission of vector maps in the Internet, anticipating the rasterization process in the server side, thus reducing the amount of data to be transmitted to the client. The architecture proposed uses all the advantages of Gis Services, that are becoming a standard in the construction of Gis applications based on services.","","Full papers","english","9"
