"id_pessoa","nome","instituicao"
"1","Bruno Vargas Adorno","National Institute for Space Research (INPE)"
"2","Lorien Nesbitt","University of British Columbia"
"3","Silvana Amaral","National Institute for Space Research (INPE)"
"4","Pedro Ribeiro Andrade","National Institute for Space Research (INPE)"
"5","Erick Teixeira Rodrigues","National Institute for Space Research (INPE)"
"6","Rolf E. O. Simoes","Open Geo Hub (OGH)"
"7","Maria Isabel Sobral Escada","National Institute for Space Research (INPE)"
"8","Isabel Adriana Chuizaca-Espinoza","National Institute for Space Research (INPE)"
"9","Gabriel F. Costa","Federal University of Ouro Preto (UFOP)"
"10","Leonardo Bacelar Lima Santos","National Center for Monitoring and Early Warning of Natural Disasters (CEMADEN)"
"11","Vander L. S. Freitas","Federal University of Ouro Preto (UFOP)"
"12","Victor Augusto L. Cruz","Universidade Federal de Minas Gerais (UFMG)"
"13","Rodrigo Smarzaro","Universidade Federal de Vi–osa (UFV)"
"14","Clodoveu A. Davis Junior","Universidade Federal de Minas Gerais (UFMG)"
"15","Anibal Evaristo Fernandes","Universidade Federal de Itajub– (UNIFEI)"
"16","Ant�nio Carlos Zambroni de Souza","Universidade Federal de Itajub– (UNIFEI)"
"17","Carlos Alberto Felgueiras","Instituto Nacional de Pesquisas Espaciais (INPE)"
"18","C�ndida Caroline Souza de Santana Leite","National Institute for Space Research – (INPE)"
"19","Rogerio Costa de Oliveira J�nior","National Institute for Space Research – (INPE)"
"20","Liana Oighenstein Anderson","Natural Disaster and Alert Monitoring Center – (CEMADEN)"
"21","Leonardo Bacelar Lima Santos","Natural Disaster and Alert Monitoring Center – (CEMADEN)"
"22","Gesiel Rios Lopes","Institute of Mathematical and Computer Sciences – University of Sao Paulo"
"23","Eric K. Tokuda","Institute of Mathematical and Computer Sciences – University of Sao Paulo"
"24","Roberto F. da Silva","Biosystems Engineering Department – University of Sao Paulo"
"25","Alexandre C. B. Delbem","Institute of Mathematical and Computer Sciences – University of Sao Paulo"
"26","Joelcio Braga de Sousa","Facid Wyden University Center"
"27","Luiz Gabriel Camilo Lucas","National Institute for Space Research (INPE)"
"28","Thales Sehn K�rting","National Institute for Space Research (INPE)"
"29","Laercio Namikawa","National Institute for Space Research (INPE)"
"30","Suzane Regina de Amorim Biscaia Machado","Universidade Federal de Santa Catarina (UFSC)"
"31","Vanessa Lago Machado","Instituto Federal Sul-Rio-Grandense (IFSUL)"
"32","Mariana Machado Garcez Duarte","Universite libre de Bruxelles (ULB)"
"33","Tarlis Tortelli Portela","Instituto Federal do Parana (IFPR)"
"34","Ronaldo dos Santos Mello","Universidade Federal de Santa Catarina (UFSC)"
"35","Aluizio Brito Maia","Instituto Nacional de Pesquisas Espaciais (INPE)"
"36","Evandro Jose da Silva","Aeronautics Institute of Technology (ITA)"
"37","Ezequiel Silva Rocha","National Institute for Space Research (INPE)"
"38","Claudia Maria de Almeida","Instituto Nacional de Pesquisas Espaciais (INPE)"
"39","Camilo Daleles Renno","Instituto Nacional de Pesquisas Espaciais (INPE)"
"40","Henrique Margotte","Universidade Federal do Paran– (UFPR)"
"41","Aurora Pozo","Universidade Federal do Paran– (UFPR)"
"42","Carmem Hara","Universidade Federal do Paran– (UFPR)"
"43","Diego Henrique M. Matos","Universidade Federal de Minas Gerais (UFMG)"
"44","Daniel Wander Ferreira Melo","National Institute for Space Research (INPE)"
"45","Ana Lucia Bezerra Candeias","Federal University of Pernambuco (UFPE)"
"46","Rafael Duarte Coelho dos Santos","National Institute for Space Research (INPE)"
"47","Tiffany Laura Januci Teles de Mendon�a","Instituto Nacional de Pesquisas Espaciais (INPE)"
"48","Ocione Dias do Nascimento Filho","Instituto Nacional de Pesquisas Espaciais (INPE)"
"49","La�rcio Massaru Namikawa","Instituto Nacional de Pesquisas Espaciais (INPE)"
"50","Bruno Guerreiro Miranda","Instituto Nacional de Pesquisas Espaciais (INPE)"
"51","Fabio Furlan Gama","Instituto Nacional de Pesquisas Espaciais (INPE)"
"52","Victor Ferreira Almeida Mota","Universidade Federal de Sao Jo–o Del-Rei (UFSJ)"
"53","Gustavo Jose da Silva Castro","Universidade Federal de Sao Jo–o Del-Rei (UFSJ)"
"54","Marconi Arruda Pereira","Universidade Federal de Sao Jo–o Del-Rei (UFSJ)"
"55","Carolina Ribeiro Xavier","Universidade Federal de Sao Jo–o Del-Rei (UFSJ)"
"56","Edgar Oliveira","Instituto Federal do Ceara (IFCE)"
"57","Clayson Celes","Universidade Federal do Esp–ırito Santo (UFES)"
"58","Carina T. Oliveira","Instituto Federal do Ceara (IFCE)"
"59","Reinaldo Braga","Instituto Federal do Ceara (IFCE)"
"60","Andr� Estevam Costa Oliveira","Instituto Nacional de Pesquisas Espaciais (INPE)"
"61","Valdivino Alexandre de Santiago Junior","Instituto Nacional de Pesquisas Espaciais (INPE)"
"62","Bruno Zomignani Perciani","Laborat–rio de Gest–o de Riscos (LABGRIs)"
"63","Victor Fernandez Nascimento","Laborat–rio de Gest–o de Riscos (LABGRIs)"
"64","Vitor Vieira Vasconcelos","Laborat–rio de Gest–o de Riscos (LABGRIs)"
"65","M�rcio de Souza Werneck","Universidade Federal do ABC (UFABC)"
"66","Mario A. S. Pujatt","Universidade Federal de Sao Jo–o del Rei (UFSJ)"
"67","Marconi de A. Pereira","Universidade Federal de Sao Jo–o del Rei (UFSJ)"
"68","Mariane Souza Reis","National Institute for Space Research (INPE)"
"69","Juan Doblas","Global Earth Observation (GlobEO)"
"70","Luiz Henrique Gusm�o","National Institute for Space Research (INPE)"
"71","Dayane Rafaela V. de Moraes","National Institute for Space Research (INPE)"
"72","Cassiano Gustavo Messias","National Institute for Space Research (INPE)"
"73","Sidnei Joao S. Sant�Anna","National Institute for Space Research (INPE)"
"74","Stephane Mermoz","Global Earth Observation (GlobEO)"
"75","Claudio Aparecido de Almeida","National Institute for Space Research (INPE)"
"76","Emeli Gomes","Federal University of Santa Catarina (UFSC)"
"77","Eduarda Mantovani-Silva","Federal University of Santa Catarina (UFSC)"
"78","Andr� Giles","Federal University of Santa Catarina (UFSC)"
"79","Josephine R�quillart","Federal University of Santa Catarina (UFSC)"
