"id_artigo","titulo","abstract","n_paginas","tipo_artigo","lingua","n_edicao"
"11","Ontology-driven resolution of semantic heterogeneities in gdb conceptual schemas","As the geographic information system (GIS) community grows, more and more people needs to share geographic information. As modern GIS data is stored in geographic databases their conceptual schemas have to be, at least, interoperable. Due to the fact that the databases are designed by many different people from different countries, using different languages and maybe with different definitions for the same phenomenon there is a high probability that the conceptual schemas have semantic heterogeneities between them. In order to handle these heterogeneities this paper suggests the use of ontologies as mediators to the semantic integration. A software architecture is proposed, which handles also syntactic heterogeneities using a standard language, the GML beyond the semantic ones. A ontology that represents a subset of the geographic reality was created and a similarity matching algorithm was developed to process schemas against it. The mathematical methods of similarity measurement modeling concepts have been tuned for a set of real GDB conceptual schemas.","","","english","6"
"12","Urban planning by simulation of population growth","Urban planning is a very important issue to guarantee the sustainable development of modern towns. Many aspects must be considered and one of the most important is the population growth. Having a correct control of this phenomenon it is possible to focus the efforts, resources and investments in the right direction. To anticipate the facts and as a consequence predict the advantages and problems of the growth in a specific region this paper presents a web-based system for the simulation of the populations boom. The system uses a set of rules to predict the development in a given geographic scenario, focused on the needs for public resources such as schools, kinder gardens and public health centers. The outputs are SVG covering maps of the simulated region showing the suitability of the existing resources.","","","english","6"
"13","A roadmap to extending gis for public utility companies","Emergency management, leakage handling and maintenance of distribution networks are among the most essential tasks a public utility faces. Geo information systems are frequently employed to document the state of the network and the location of leaks and line failures. We propose to make the transition from the essentially documentary character of existing systems to a decision support perspective. This will give additional use and utility to information already stored and provide for more efcient decision making.","","","english","6"
"14","ISIG/WEB: A web-based tool for viewing and editing maps","Free Software has been widely discussed by Brazilian private organizations as well as Federal Government. Brazilian politicians and economists are interested in the use of Free Software platforms for social services provisioning. Not only because this kind of product can lead to important cost savings, but also because it can become a key point to the nation interests, in terms of internal development and competition regarding foreign markets. This paper presents a Web-based distributed platform for visualization, manipulation and edition of maps, which can potentially improve the government efficiency in planning, provisioning and management of social actions.","","","english","6"
"15","Processamento de consultas espaciais baseado em cache sem�ntico dependente de localiza��o","A special class of applications, which connects spatial database and mobile computing, requires query processing whose results depend on the geographic location of the mobile unit. Dealing with these location-dependent queries is the focus of this work. This paper presents a spatial query processing model based on location-dependent semantic cache. In addition, this paper proposes a solution for the reorganization of the cached semantic segments.","","","portuguese","6"
"16","Using XML languages for modeling and web-visualization of geographical legacy data","In our aim to modernize geographical legacy data from the German office of geographical survey with XML languages, we first modeled the data in GML, a standard language for geography markup. The resulting model has then been used as a template for a JAVA application that assembles the necessary information from the legacy data and writes it into a GML document. During the second part of our work we mapped GML with the extensible style-sheet language for transformation (XSLT) into scalable vector graphics (SVG). The resulting SVG graphics share close resemblance to official maps.","","","english","6"
"17","Non-uniform mesh simplification using adaptative merge procedures","The performance of a walkthrough over terrain models is deeply influenced by the real scenario high level of details. To guarantee natural and smooth changes in a sequence of scenes, it is necessary to display the actual height field's maps at interactive frame rates. These frame rates can be accomplished by reducing the number of rendered geometric primitives without compromising the visual quality. This paper describes an optimized algorithm for building a triangular mesh, the terrain model, which combines an efficient regular grid representation with low cost memory requirements, using a bottom-up approach.","","","english","6"
"18","Localiza��o exata de pontos em mapas esf�ricos usando uma adapta��o da �rvore de parti��o bin�ria do espa�o","This paper describes an adaptation of BSP (Binary Space Partitioning) to represent the spherical surface partitioning defined by a spherical map. This structure is used in a point location algorithm, also described here. All algorithms are exact (roundoff free) based on exact computation paradigm.","","","portuguese","6"
"19","Uncertainty in digital elevation data used for geophysical flow simulation","Elevation information plays a crucial role in simulations of geophysical flows providing the slope and curvature information required to solve a series of differential equations. Digital Elevation Models (DEMs) used as simulation input diverge in resolution, acquisition time and generation methodology. When more than one elevation data set is available, they can be analyzed to provide an estimate of the uncertainty. This work present a method to estimate elevation uncertainty based on at least two elevation data sets. Cluster analysis of uncertainty is also carried out and a strong correlation between uncertainty and terrain curvature is found. The results of this study can be used to modify the available DEMs along ridge and valley lines, to create a quality of DEM information based on the curvature, and to provide a valuable quality measure for the input and the effect on the geophysical flow model results.","","","english","6"
"20","Design and implementation issues for explorative location-based applications: the nexusrallye","Explorative Location-based Applications (eLBA), define a new class of applications that rely on both positioning (i.e. location information) and georeferenced information in addition to a flexible and efficient system infrastructure that supports a mobile and ubiquitous usage.","","","english","6"
"21","Representing uncertainty, profile and movement history in mobile objects databases","This paper presents a model of data for mobile objects. The model is represented by spatial-temporal classes with mobility aspects, and represents the route and the trajectories where the objects move. The problem of mobile databases inaccuracy is approached. A model of trajectory uncertainty for free route is considered, where spatial operators are defined to capture the uncertainty. Another important concept added by the model is the profile and historical movement, that is, an attempt to increase the precision of prevision for object positions not yet observed. Some simulations results are shown, presenting the efficiency of some techniques for calculating the uncertainty of the positioning prevision.","","","english","6"
"22","Spatio-temporal database constraints for spatial dynamic simulation","Spatial Dynamic Simulation Systems have three main components: the space dimension, the time dimension and the dynamic process. Dynamic processes have been modeled by transition rules, which are subject to constraints and which can avoid or force the occurrence of a transition. In this paper we propose a framework to represent the variability of simulation process based on the temporal constraints present in the Database Theory and using the Hybrid Cellular Automata represented by TerraML (cell-based modeling language). Variability is a feature to establish the possibility and change limits of objects at the moment or in the space. The variability, associated to simulation process, allows represent behavioral characteristics of elements in real world, particularly in Spatial Dynamic Systems.","","","english","6"
"23","Automatic geometric and radiometric registration of landsat-tm images using mutual information","This work is on development of a method for automatic registration of satellite images acquired on different dates, for both geometric and radiometric correction with respect to a reference image. Mutual information statistics is used as the similarity metric of geometric and radiometric registration. Affine and linear transformations are used in geometric and radiometric correction respectively. Powell's method is applied in iterative optimization to find the best transformation parameters for both types of registration, based on the maximum mutual information between images. The method is validated using Landsat's Thematic Mapper (TM) sensor, bands 3, 4 and 5 images, obtained on five separate dates for scene 231-062 in the Central Amazon.","","","english","6"
"24","A framework for real-time terrain visualization with adaptive semi-regular meshes","This work introduces a framework for large terrain data visualization using a highly expressive semi-regular mesh. The main advantage of this structure is that it can represent most objects in real world uniquely and transparently. Stellar operations provide a simple interface for local adaptation such as simplification and refinement. This interface allows common procedures for terrain visualization such as culling, geomorphing and error function evaluation to be easily included into the adaptation algorithm. Results of the first stage of our developments show that the goal of achieving a complete framework for visualizing the whole Earth terrain is promising.","","","english","6"
"25","Otimiza��o do projeto de redes urbanas baseado no problema de steiner","Este trabalho apresenta uma proposta para a otimiza��o do projeto de v�rios tipos de redes urbanas, como, por exemplo, redes de telecomunica��es, que freq�entemente v�m sendo representadas em sistemas GIS, onde a rede pode ser modelada como um problema de Steiner. Prop�e-se que este problema de otimiza��o seja resolvido em duas etapas, onde, na primeira etapa, executa-se o pr�-processamento do problema, reduzindo a complexidade computacional do mesmo, e, numa segunda etapa, utiliza-se a Busca Tabu para a gera��o de solu��es deste problema.","","","portuguese","6"
"26","Presence in the planning process: social interaction and shared reality","Planners create a process in their interaction with the people affected by a plan. Information is emotionally and cognitively perceived and accepted in that process to arrive at decisions on future plans. A planning process occurs in a constructed reality. This reality must be shared among the participants of this planning process. Shared reality emerges out of interaction and communication in groups. To communicate it is necessary to get into contact and to come to a mutual understanding. Mutual understanding is possible if the participants have corresponding perceiving capacities and interpretation patterns used for coding and decoding. In my planning practice I have organized the mutual experience of concrete situations to create corresponding structures between participants. Groups of people affected by a plan are invited to show me their daily environment, the object of the plan. We start our contact by with walking together. I call this a moved planning process. This paper analyzes my practical experience in planning in small rural towns in the light of different theories about communication and understanding. I discovered that walking contributes to the decision process in groups. At the beginning walking strengthens the experience of presence in concrete situations. This then reduces discussions and common decisions are better accepted and supported by the group. A moved planning process leads to a correspondence between the participants and therefore to consensus. In geocollaboration (Mac Eachren, Brewer 2004) they point out four contexts which should be supported: - knowledge construction, to create meaning out of collaborative extraction of information; - support of common design in the group; - group decisions that use geospatial information; - training and education (to advance group learning). To connect my results with the complementary discussion about geocollaboration I will list conditions for collaboration to enable successful group work.","","","english","6"
"27","Geographic digital content components","Projects using geographic information tools involve a large variety of data objects, represented in different formats. Many efforts pursue standards to represent each kind of data object, and the interoperability between geographic information tools. The proliferation of data and tools raises the need for their reuse. This need can be extended to project reuse. This work presents a proposal to reuse geographic information projects based on a model called digital content component. This model can represent all elements involved in a project - including software components - and their relationship in a open homogeneous format.","","","english","6"
"28","Inspecting user interface quality in web gis applications","Web GIS applications can be found in many domains. The quality of the interfaces of applications determines not only the usability of such applications, but the possibilities offered to their users. This work investigates aspects of interface quality for Web GIS applications. The approach adopts an inspection evaluation based on ISO 9241. Preliminary results show the effectiveness of such an approach to user interface evaluation as a complement to tests with users.","","","english","6"
"29","Mecanismos para interc�mbio de dados geogr�ficos atrav�s de web services","This paper proposes an interchange mechanism for geographic data through the use of intermediate Web Services. We also present an auxiliar software that codes geographic Web Services according to the OpenGIS specications. The main objective of this work is facilitate the creation, publication and consumption of geographic Web Services.","","","portuguese","6"
"30","Visualization of geospatial data by component planes and u-matrix","This paper shows an application of two visualization algorithms of multivariate data, U-matrix and Component Planes, in a matter of exploratory analysis of geospatial data. These algorithms were applied in the investigation of urban social exclusion/inclusion in the city of S�o Jos� dos Campos - SP, Brasil.","","","english","6"
"31","Disponibiliza��o de servi�os baseados em localiza��o via web services","Location-Based Services (LBS) are services which use geographical information, combined or not with the position of the mobile terminal in order to obtain and generate useful information to the users of mobile devices. There are several initiatives in the definition of standards which aim at increasing the interoperability among location-based services. Among the main initiatives we can mention the OpenLS (Open Location Services) specification from the Consortium OpenGIS. This article proposes the use of the referred standard, combined to emerging technologies such as Web Services, for developing LBS applications.","","","portuguese","6"
"32","Towards a web service for geographic and multidimensional processing","A lot of research has been developed for integrating the analysis functionality that is available in both analytic and geographic processing systems. The main goal is to provide users with a system capable of processing both geographic and multidimensional data by abstracting the complexity of separately querying and analyzing these data in a decision making process. However, this integration may not be fully achieved yet or may be built by using proprietary technologies. This paper presents a service integration model for supporting analytic and/or geographic requests over the Web. This model has been implemented by a Web Service, named GMLA WS, which is strongly based on standardized technologies such as Web Services, Java and XML. The GMLA WS query results are displayed in a Web browser as maps and/or tables for helping users in their decision making.","","","english","6"
"33","Propondo uma linguagem de consulta geogr�fica multidimensional","Existem v�rias propostas na literatura, visando a integra��o das funcionalidades e caracter�sticas pertinentes aos processamentos de dados anal�ticos e geogr�ficos. O principal objetivo � prover um ambiente �nico, com capacidades de processamento geogr�fico-multidimensional, para dar suporte ao processo de tomada de decis�es estrat�gicas. Uma das partes mais importantes desse processo � a consulta aos dados. Entretanto, a maioria das abordagens que almejam esta integra��o de processamento, n�o disp�em de uma linguagem de consulta que possibilite a utiliza��o simult�nea, tanto de operadores multidimensionais como espaciais. � neste contexto que se insere a pesquisa apresentada no presente artigo, a qual est� voltada para a especifica��o de uma linguagem de consulta geogr�fica-multidimensional denominada GeoMDQL (Geographic Multidimensional Query Language). Esta iniciativa est� relacionada a um projeto mais amplo, que engloba desde a proposi��o de um arcabou�o para defini��o de esquemas para um Data Warehouse Geogr�fico, at� a defini��o de metamodelos e integra��o de servi�os anal�ticos e geogr�ficos.","","","portuguese","6"
"34","Locus: um localizador espacial urbano","Este artigo apresenta o projeto do localizador espacial urbano Locus, cuja proposta � a implementa��o de um gazetteer associado a um mecanismo de busca e navega��o. Quando em opera��o, o Locus ser� capaz de processar diferentes tipos de entrada alfanum�rica, admitindo pesquisa por nome e endere�o. O objetivo � executar sempre uma localiza��o t�o precisa quanto os dados dispon�veis no gazetteer permitirem. Pretende-se trabalhar especificamente com o espa�o urbano. Para isso, a ferramenta est� sendo fundamentada em uma ontologia de lugares urbanos. Em sua vers�o inicial, o Locus conter� dados de todo o Brasil, pelo menos ao n�vel de divis�o municipal, e de Belo Horizonte, chegando ao n�vel de endere�o urbano individual.","","","portuguese","6"
"35","Towards automatic feature type publication","The purpose of the WFS specification, proposed by the the OpenGIS Consortium (OGC), is to describe the manipulation operations over geospatial data using GML. Web servers providing WFS service are called WFS Servers. Their objective is to provide queries, updates and exchange of geospatial data as geographic features instances encoded in GML. This work proposes an approach for automatic feature type publication by WFS servers, where a feature type is specified by the feature type schema and a set of correspondence assertions. The feature type correspondence assertions formally specify relationships between the feature type schema and the base source schema. The adoption of correspondence assertions allows the automation of feature type publishing and maintenance. This paper presents an algorithm that automatically generates, based on the feature type correspondence assertion, the configuration file required to publish the feature type by a Deegree WFS.","","","english","6"
