"id_artigo","titulo","abstract","n_paginas","tipo_artigo","lingua","n_edicao"
"1","The multi-layered interval categorizer tessellation-based model","The paper presents the results obtained by an implementation of the interval tessellation-based model for categorization of geographic regions according to the analysis of the relief function declivity, called ICTM (Interval Categorizer Tessellation-based Model). The analysis of the relief declivity, which is embedded in the rules of the model, categorizes each tessellation cell, with respect to the whole considered region, according to the (positive, negative, null) sign of the declivity of the cell. Such information is represented in the states assumed by the cells of the model. The overall conguration of such cells allows the division of the region into sub-regions of cells belonging to the same category, that is, presenting the same declivity sign. In order to control the errors coming from the discretization of the region into tessellation cells, or resulting from numerical computations, interval techniques are used.","","","english","6"
"2","VOROMARKETING: um sistema parametriz�vel para apoio espacial � decis�o","Este artigo apresenta o VoroMarketing, um sistema para GeoMarketing. Ao contr�rio da maioria dos sistemas atuais, o VoroMarketing permite ao usu�rio escolher interativamente par�metros para modelar �reas de interesse. Al�m disso, por constru��o, permite a incorpora��o de diferentes implementa��es, via acoplamento de m�dulos espec�ficos.","","","portuguese","6"
"3","Approximate spatial query processing using raster signatures","Nowadays, the database characteristics, such as the huge volume of data, the complexity of the queries, and even the data availability, can demand minutes or hours to process a query. On the other hand, in many cases it may be enough to the user to get a fast approximate answer, since it has the desired precision. The challenge to give to the user an exact query answer within a reasonable time becomes even bigger in the spatial database field. This work proposes the use of the Four Color Raster Signature (4CRS) for approximate query processing. The main goal is to reduce the time required to process a query executing it on approximate data (4CRS signature) instead of accessing the real datasets. The experimental tests demonstrated the good results of our proposal. Considering the test of the most important algorithm, the time required to process an approximate query answer has average of 7.22% of the time to get an exact answer, the disk accesses have average of 7.04% and the average error is 1% related to exact processing. Besides the 4CRS storage requirements are also quite small, which has an average of only 3.57% of the space required to store the real datasets.","","","english","6"
"4","Geo-object catalogs to enable geographic databases interoperability","This paper introduces the concept of Ontology based Geo-Object Catalog (OGOC). An OGOC acts as a focal point for a federation of independent geoobject sources, providing consolidation services for the geo-objects represented in several, as well as access services to query geo-objects and metadata. To accomplish this task, an OGOC stores a reference ontology, which also includes reference geo-object instances, and ontologies representing the conceptual schemas of the data sources. The paper also considers a framework for the creation of personalized OGOCs.","","","english","6"
"5","Temporal constraints between cyclic geographic events","This paper presents a data model for cyclic geographic events useful for nextgeneration geographic information system design. The paper introduces a structure that captures all possible temporal relations between occurrences of cyclic events, as well as the frequency in which each temporal relation occurs. Based on such a structure, this paper proposes a new set of temporal constraints and a methodology that selects from different temporal configurations of the cyclic events, the configuration that best represents the imposed temporal constraints.","","","english","6"
"6","Spatial data mining implementation","Spatial data mining requires the analysis of the interactions in space. These interactions can be materialized using distance tables, reducing spatial data mining to multi-table analysis. However, conventional data mining algorithms consider only one input table where each row is an observation to analyze. Simple relational joins between these tables does not resolve the problem and mislead the results because of the multiple counting of observations. We propose three alternatives of multi-table data mining in the context of spatial data mining. The first makes a hard modification in the conventional algorithm in order to consider those tables. The second is an optimization of the first approach. It pre-computes all join operations and adapts the conventional algorithm. The third re-organizes data into a unique table by completing -not joining- the target table using the existing data in the other tables, then applies any standard data mining algorithm without modification. This article presents these three alternatives. It describes their implementation for classification algorithms and compares their performances.","","","english","6"
"7","Parallel volume rendering for ocean visualization in a cluster of pcs","Volume rendering techniques can be very useful in geographical information systems to provide meaningful and visual information about the surface and the interior of 3D datasets. For ocean visualization, in particular, volume rendering techniques improve the analysis of the ocean inner structure, by generating visual information about, e.g., its temperature, salinity, velocity and mass. The rendering of huge datasets, however, is a computationally intensive task and, in order to achieve interactive visualization times, a high-performance computational system is fundamental. Although parallel machines have been successful in providing interactive times, most recent efforts have been directed towards a more cost-effective solution: implementing volume rendering algorithms on clusters of PCs. This platform has low-cost and can be easily upgraded. Parallel rendering applications, however, usually suffer from high load imbalance during the execution. In this paper, we propose a low-cost and high-performance system for ocean visualization in a cluster of PCs, DPZSweep. Our solution spreads the computation over the cluster and provides dynamic load balancing with a low overhead. Our experimental results show that when we included the load balancing algorithms, DPZSweep obtained up to 95% of parallel efciency in 16 processors.","","","english","6"
"8","Tratamento de erros de arredondamento na biblioteca terralib","In this paper we approach the problems of rounding errors in geometric algorithms. Particularly, we are interested in geometric algorithms used by TerraLib  a spatial component library used to construct small GIS. We describe some techniques that were used to (re)implement and adapt some TerraLib functions to produce robust (roundoff error free) functions.","","","portuguese","6"
"9","Mediated geographic web feature services","With the proliferation of Geographic Information Systems (GIS) and spatial resources over the Internet, there is an increasing demand for robust geospatial information services that allow federation/interoperation of massive repositories of heterogeneous spatial data and metadata. However, interoperating GIS poses several challenges. First, there is no accepted standard for spatial or geographic data representation. Second, each GIS provides its own proprietary format as well as its specific query language; while geographic resources are designed for a variety of different purposes. Finally, orthogonal directions in the design of geographic resources may affect the semantics of the data they contain and impair their integration. The purpose of this paper is to show how mediation - a data integration technique - can help in building a Web-based geospatial service. This technique has been fully implemented in the context of a geographic mediation/wrapper system that provides an integrated view of the data together with a spatial query language. As a proof of concept, we deployed the service in building a prototype for an interoperability application involving several catalogues of satellite.","","","english","6"
"10","Spatial measurement of residential segregation","Segregation measures are useful tools for the analysis of patterns, causes and effects of residential segregation. However, most of empirical segregation studies have employed nonspatial and global measures. In other words, the measures so far applied are unable to consider the spatial arrangement of population and to show how much each areal unit contributes to the segregation degree of the whole city. This paper presents an alternative to overcome the mentioned shortcomings. Specifically, we extended existing segregation indices to enable the use of spatial information in their formulations, and we decomposed the extended indices to generate new local measures of segregation. Finally, the proposed measures were evaluated using an artificial dataset as well as a case study of residential segregation in S�o Jos� dos Campos (SP, Brazil).","","","english","6"
