"id_autoria","id_artigo","id_pessoa","ordem_autoria","autor_correspondente"
"1","1","1","1","TRUE"
"2","1","2","2","FALSE"
"3","1","3","3","FALSE"
"4","1","4","4","FALSE"
"5","2","5","1","TRUE"
"6","2","6","2","FALSE"
"7","2","7","3","FALSE"
"8","3","8","1","TRUE"
"9","3","9","2","FALSE"
"10","3","10","3","FALSE"
"11","4","11","1","TRUE"
"12","4","12","2","FALSE"
"13","4","13","3","FALSE"
"14","4","14","4","FALSE"
"15","5","15","1","TRUE"
"16","5","16","2","FALSE"
"17","5","17","3","FALSE"
"18","6","18","1","TRUE"
"19","6","19","2","FALSE"
"20","7","20","1","TRUE"
"21","7","21","2","FALSE"
"22","7","22","3","FALSE"
"23","7","23","4","FALSE"
"24","7","24","5","FALSE"
"25","7","25","6","FALSE"
"26","7","26","7","FALSE"
"27","8","27","1","TRUE"
"28","8","28","2","FALSE"
"29","9","29","1","TRUE"
"30","9","30","2","FALSE"
"31","9","31","3","FALSE"
"32","10","32","1","TRUE"
"33","10","33","2","FALSE"
"34","11","34","1","TRUE"
"35","11","35","2","FALSE"
"36","12","36","1","TRUE"
"37","12","37","2","FALSE"
"38","13","38","1","TRUE"
"39","13","39","2","FALSE"
"40","13","40","3","FALSE"
"41","13","41","4","FALSE"
"42","13","42","5","FALSE"
"43","14","43","1","TRUE"
"44","14","30","2","FALSE"
"45","14","44","3","FALSE"
"46","14","45","4","FALSE"
"47","15","42","1","TRUE"
"48","15","46","2","FALSE"
"49","15","47","3","FALSE"
"50","16","48","1","TRUE"
"51","16","30","2","FALSE"
"52","16","49","3","FALSE"
"53","16","50","4","FALSE"
"54","16","51","5","FALSE"
"55","17","52","1","TRUE"
"56","17","53","2","FALSE"
"57","17","54","3","FALSE"
"58","18","55","1","TRUE"
"59","18","56","2","FALSE"
"60","19","57","1","TRUE"
"61","19","58","2","FALSE"
"62","19","59","3","FALSE"
"63","19","30","4","FALSE"
"64","20","60","1","TRUE"
"65","20","61","2","FALSE"
