"id_pessoa","nome","instituicao"
"1","Dami�o R. Almeida","Universidade Federal de Campina Grande (UFCG)"
"2","Cl�udio S. Baptista","Universidade Federal de Campina Grande (UFCG)"
"3","Elvis R. da Silva","Universidade Federal de Campina Grande (UFCG)"
"4","Cl�udio E. C. Campelo","Universidade Federal de Campina Grande (UFCG)"
"5","Camilo P. Nunes","Universidade Federal de Campina Grande (UFCG)"
"6","Bruno A. D. da Costa","Universidade Federal de Campina Grande (UFCG)"
"7","Wilkerson de L. Andrade","Universidade Federal de Campina Grande (UFCG)"
"8","Jairson M. Cabral","Universidade Federal de Campina Grande (UFCG)"
"9","Pedro Ribeiro de Andrade Neto","Universidade Federal do Paran– (UFPR)"
"10","Paulo Justiniano Ribeiro Junior","Universidade Federal do Paran– (UFPR)"
"11","Paulo Justiniano Ribeiro Junior","Instituto Nacional de Pesquisas Espaciais (INPE)"
"12","Karla Donato Fook","Centro Federal de Educaca––o Tecnologica do Maranh–o (CEFET/MA)"
"13","Vantier Veronezi Bagli","Instituto Nacional de Pesquisas Espaciais (INPE)"
"14","Leila M. G. Fonseca","Instituto Nacional de Pesquisas Espaciais (INPE)"
"15","Jo�o Pedro Cordeiro","Instituto Nacional de Pesquisas Espaciais (INPE)"
"16","Gilberto C�mara","Instituto Nacional de Pesquisas Espaciais (INPE)"
"17","Ubirajara F. Moura","Funda––o de Ci–ncia, Aplica––es e Tecnologias Espaciais (FUNCATE)"
"18","Cl�udio C. Barbosa","Instituto Nacional de Pesquisas Espaciais (INPE)"
"19","Felipe Almeida","Instituto Tecnologico de Aeron–utica (ITA)"
"20","Marcelo A. Costa","Universidade Federal de Minas Gerais (UFMG)"
"21","Luciano R. Schrerrer","Universidade Federal de Minas Gerais (UFMG)"
"22","Renato M. Assun��o","Universidade Federal de Minas Gerais (UFMG)"
"23","Leonardo M. Couto","Instituição não informada"
"24","Marco A. Casanova","Instituição não informada"
"25","Daniel Schwabe","Instituição não informada"
"26","Danilo Palomo","Instituto Nacional de Pesquisas Espaciais (INPE)"
"27","Ricardo Cartaxo Modesto de Souza","Instituto Nacional de Pesquisas Espaciais (INPE)"
"28","Olga Regina Fradico de Oliveira","Instituto Nacional de Pesquisas Espaciais (INPE)"
"29","Clodoveu A. Davis Junior","Universidade Cat–lica de Minas Gerais"
"30","Leonardo Lacerda Alves","Universidade Cat–lica de Minas Gerais"
"31","Karine Reis Ferreira","Instituto Nacional de Pesquisas Espaciais (INPE)"
"32","L�bia Vinhas","Instituto Nacional de Pesquisas Espaciais (INPE)"
"33","Gilberto Ribeiro de Queiroz","Instituto Nacional de Pesquisas Espaciais (INPE)"
"34","Fernando Renier Gibotti","Instituto Nacional de Pesquisas Espaciais (INPE)"
"35","Renato Almeida Nogueira","Information Systems Program - Mirassol College  Mirassol SP"
"36","Cirano Iochpe","Universidade Federal do Rio Grande do Sul (UFRGS)"
"37","Guillermo N. Hess","Universidade Federal do Rio Grande do Sul (UFRGS)"
"38","Cl�udio Ruschel","Universidade Federal do Rio Grande do Sul (UFRGS)"
"39","Al�cio P. D. Binotto","Universidade Federal do Rio Grande do Sul (UFRGS)"
"40","M�rcia A. S. de Almeida","Universidade Federal do Rio Grande do Sul (UFRGS)"
"41","Luciana V. da Rocha","Universidade Federal do Rio Grande do Sul (UFRGS)"
"42","Elias Teixeira Krainski","Universidade Federal do Paran– (UFPR)"
"43","Paulo Justiniano Ribeiro J�nior","Universidade Federal do Paran– (UFPR)"
