"id_artigo","titulo","abstract","n_paginas","tipo_artigo","lingua","n_edicao"
"1","Using service-oriented architecture in context-aware applications","The enhancements in mobile device infrastructure enable the use of a location computer service while user is on the move; such systems are known as Location-Based Services (LBS). When these applications manage user profile and context, they are coined context-aware applications. In this paper we propose a service-oriented architecture for context-aware applications named Omnipresent. Omnipresent is based on well-established standards such as Web services, and those from the OpenGeoSpatial Consortium. Omnipresent offers several services including map presentation, routing, advertisement, and also works as a reminder tool. Users may use Omnipresent either by mobile devices or Personal Computers.","","Oral","english","7"
"2","A process and environment for embedding the R software into TerraLib","Geographical information systems (GIS) and statistical software can enhance their functionality using each other capabilities. This paper describes an environment for coupling the statistical program R and the GIS library TerraLib. The implementation uses and adapts the package aRT being the key aspect the fact that both applications share a database connection which is used for exchanging information. The GIS can send commands to be executed by R, retrieving the results directly from the database. An environment for both implementation agents, statisticians and programmers, is therefore provided work together using their own skills, and a third agent, the nal user, having access to R functions through a friendly interface.","","Oral","english","7"
"3","Integration of statistics and Geographic Information Systems: the R/TerraLib case","This work presents a panorama of GIS integration in Spatial Statistics environments. It highlights the current needs of communities considering such integration. Spatial Statistics is treated in a context focused on the use of computational tools. A review of types of integration is accomplished and a new approach is proposed integrating the statistical software R and the GIS library TerraLib.","","Oral","english","7"
"4","Mosaico de Imagens baseado na An�lise em M�ltiplas Resolu��es","Mosaico de imagens � o processo de juntar duas ou mais imagenspara gerar uma imagem maior. Duas fases s�o envolvidas no processo demosaico: registro de imagens e blending. O processo de blending consiste emcombinar as imagens na �rea de sobreposi��o de tal forma que a emendaentre as imagens fique visualmente impercept�vel. Considerando que asimagens est�o bem registradas, este trabalho apresenta um m�todo deblending baseado na decomposi��o em m�ltiplas resolu��es. A gera��o deuma linha de corte, que considera informa��o de textura, pode ser empregadapara buscar a melhor linha de corte para combinar as duas imagens.","","Poster","portuguese","7"
"5","Algebraic formalism over maps","This paper describes features of a language approach for map algebra based on the use of algebraic expressions. To be consistent with formal approaches such as geoalgebra and image algebra, the proposed algebraic expressions are suitable for the usual modeling of layers and to represent neighborhoods and zones. A tight compromise between language and implementation issues based on the theory of automata is proposed as the needed support to define or extend coherently operators and grammar rules. This results in an efficient way of implementing map algebra for raster domains that can simplify its coupling to environmental and dynamic models without going too far from its well-known paradigm.","","Oral","english","7"
"6","Detec��o de conglomerados espaciais com geometria arbitr�ria","Este artigo prop�e uma an�lise de uma varia��o do m�todo scan de detec��o de conglomerados espaciais na qual � agregada a estrutura de vizinhan�a espacial ao processo de crescimento e busca de conglomerados. Este procedimento possibilita a detec��o de conglomerados de geometria arbitr�ria uma vez que o m�todo scan foi originalmente proposto para a detec��o de conglomerados de geometria circular e apresenta alto poder neste contexto. Uma avalia��o do poder de detec��o do m�todo para conglomerados com geometria arbitr�ria � realizada via dados simulados e reais. Restri��es durante o processo de crescimento s�o sugeridas para evitar conglomerados de tamanho excessivo e geometria muito irregular.","","Poster","portuguese","7"
"7","Desenvolvimento de Sistemas de Informa��o Geogr�fica Cooperativos seguindo o Padr�o Modelo-Vis�o-Controle","Este trabalho apresenta uma estrat�gia para desenvolver sistemas de informa��o geogr�fica, seguindo uma variante do padr�o de projeto Modelo- Vis�o-Controle (MVC). A estrat�gia adota ontologias para modelar classes de usu�rio e capturar caracter�sticas adicionais das classes de informa��o da aplica��o. A variante do padr�o MVC proposta altera os componentes para implementar t�cnicas de cooperatividade, interpretando as ontologias definidas. O trabalho descreve ainda um fragmento de uma aplica��o projetada segundo a estrat�gia proposta.","","Poster","portuguese","7"
"8","Towards a generalized map algebra: principles and data types","Map Algebra is a collection of functions for handling continuous spatial data, which allows modeling of different problems and getting new information from the existing data. There is an established set of map algebra functions in the GIS literature, originally proposed by Dana Tomlin. However, the question whether his proposal is complete is still an open problem in GIScience. This paper describes the design of a map algebra that generalizes Tomlins map algebra by incorporating topological and directional spatial predicates. Our proposal enables operations that are not directly expressible by Tomlins proposal. One of the important results of our paper is to show that Tomlins Map Algebra can be defined as an application of topological predicates to coverages. This paper points to a convergence between these two approaches and shows that it is possible to develop a foundational theory for GIScience where topological predicates are the heart of both object-based algebras and field-based algebras.","","Oral","english","7"
"9","Local spatial data infrastructures based on a service-oriented architecture","Sharing geographic information is an essential activity which has been sought since the early days of GIS, mostly due to the cost of information collection and maintenance. Having once depended on the establishment of data transfer standards, sharing initiatives gradually evolved towards the creation of clearinghouses, Web resources that centralize links to various GI sources, but are still data-oriented. The current focus on spatial data infrastructures changes that, by establishing a service-oriented view, thus allowing for the creation of shared, distributed, and interoperable environments through Web services. This paper explores, in a preliminary fashion, such an architecture as applied to distributed geographic applications, focusing on the potential for local services and local uses, and proposing specialized services deemed essential for urban-scale applications.","","Oral","english","7"
"10","The architecture of a flexible querier for spatio-temporal databases","In this paper, we propose a solution to the problem of designing a flexible query processor for spatio-temporal databases. Our solution is to design a bottom-up interface, whose parameters handle different spatiotemporal applications. We propose a relational schema that can cope with various spatio-temporal data types. Based on this model, we have design a flexible query processor for spatio-temporal databases. We have implemented this query processor in TerraLib open source GIS environment and we present a case study.","","Oral","english","7"
