"id_autoria","id_artigo","id_pessoa","ordem_autoria","autor_correspondente"
"1","1","1","1","TRUE"
"2","1","2","2","FALSE"
"3","2","3","1","TRUE"
"4","2","4","2","FALSE"
"5","2","5","3","FALSE"
"6","2","6","4","FALSE"
"7","2","7","5","FALSE"
"8","3","3","1","TRUE"
"9","3","8","2","FALSE"
"10","3","9","3","FALSE"
"11","3","10","4","FALSE"
"12","3","4","5","FALSE"
"13","3","5","6","FALSE"
"14","3","11","7","FALSE"
"15","3","12","8","FALSE"
"16","4","13","1","TRUE"
"17","4","14","2","FALSE"
"18","5","15","1","TRUE"
"19","5","16","2","FALSE"
"20","5","4","3","FALSE"
"21","5","17","4","FALSE"
"22","6","18","1","TRUE"
"23","6","19","2","FALSE"
"24","7","20","1","TRUE"
"25","7","21","2","FALSE"
"26","7","22","3","FALSE"
"27","8","23","1","TRUE"
"28","8","24","2","FALSE"
"29","9","25","1","TRUE"
"30","9","26","2","FALSE"
"31","10","27","1","TRUE"
"32","10","28","2","FALSE"
"33","10","29","3","FALSE"
"34","11","30","1","TRUE"
"35","11","31","2","FALSE"
"36","12","32","1","TRUE"
"37","12","33","2","FALSE"
"38","12","3","3","FALSE"
"39","13","34","1","TRUE"
"40","13","35","2","FALSE"
"41","13","36","3","FALSE"
"42","14","37","1","TRUE"
"43","14","38","2","FALSE"
"44","15","39","1","TRUE"
"45","15","40","2","FALSE"
"46","15","41","3","FALSE"
"47","16","42","1","TRUE"
"48","16","43","2","FALSE"
"49","16","44","3","FALSE"
"50","16","45","4","FALSE"
"51","18","46","1","TRUE"
"52","18","47","2","FALSE"
"53","18","12","3","FALSE"
