"id_artigo","titulo","abstract","n_paginas","tipo_artigo","lingua","n_edicao"
"11","Utilizando a GML na identifica��o de candidatos a padr�o de an�lise para BDG","This paper describes the development of a software architecture for the pre-processing of data in the Knowledge Discovery in Database (KDD) process, specifically for conceptual modeling of Geographic Databases. The goal is to create a mechanism to (semi)-automate the conversion of conceptual schemas based on different data models into a single canonical format, syntactically and semantically, and from that format to one accepted by the data mining softwares. Rules are presented for the syntactic conversion from UML-GeoFrame to the Geographic Markup Language (GML) and from GML to FDE.","","","portuguese","5"
"12","Stochastic driven relational R-tree","Modern spatial database applications including computer-aided design (CAD), medical imaging, molecular biology, or geographical information systems (GIS) impose new requirements on spatial query processing. Particular problems arise from the design goal to use general purpose database management systems in order to guarantee industrial-strength. Recently, there has been an increasing awareness that it is indispensable to integrate stand-alone spatial index structures, e.g. R-trees or Quadtrees, into fully-fledged database systems resulting in relational index structures, e.g. Relational R-trees or Relational Quadtrees. In this paper, we introduce stochastic heuristics for the Relational R-tree which are based on the fact that the Relational R-tree allows an individual fanout for each node. This freedom from minimal and maximal fill factors of nodes, offers a wide range of potential improvements. We develop algorithms that consider the quality of the entries of a node rather than just the quantity. Our experiments clearly demonstrate the advantages of this new stochastic driven Relational R-tree compared to the Relational R*-tree.","","","english","5"
"13","Efficient query processing on the relational quadtree","Relational index structures, as for instance the Relational Interval Tree, the Relational R-Tree, or the Linear Quadtree, support efficient processing of queries on top of existing object-relational database systems. Furthermore, there exist effective and efficient models to estimate the selectivity and the I/O cost in order to guide the cost-based optimizer whether and how to include these index structures into the execution plan. By design, the models immediately fit to common extensible indexing/optimization frameworks, and their implementations exploit the built-in statistics facilities of the database server. In this paper, we show how these statistics can also be used for accelerating geo-spatial queries using the relational quadtree by reducing the number of generated join partners which results in less logical reads and consequently improves the overall runtime. We cut down on the number of join partners by grouping different join partners together according to a statistic driven grouping algorithm. Our experiments on an Oracle9i database yield an average speed-up between 30% and 300% for spatial selection queries on the Relational Quadtree.","","","english","5"
"14","Integration of heterogeneous pluviometric data for crop forecasts","Crop forecast is an activity practiced by experts in agriculture, based on large data volumes. These data cover climatological information of the most diverse types, concerning a geographic region and the type of culture. Besides volume, another problem to face concerns data heterogeneity. This paper presents a project for development of a data management system for crop forecasts. The paper is centered in the management of pluviometric data, an important factor in crop management. The system is being implanted by Embrapa, the Brazilian Agricultural Research Corporation, and part of it is already available on the Web.","","","english","5"
"15","Dynamic integrated gis enhancement and support tools first step: analysis of available data","Already existing Digital Elevation Models (DEMs) contain inaccuracies that prevent them for being reliably used to support decision-making in emergencies. The objective of this paper is to present the framework for a set of Dynamic Integrated GIS Enhancement and Support Tools (DIGEST) that aims to reduce inaccuracies of existing DEMs for on-the-fly applications. DIGEST allows a more effective use of DEMs, particularly for management during a natural or manmade disaster. The DIGEST system will be integrated in an existing geographic database, with tools targeted to create quality information for the available data, and to define appropriate scale required for an event simulation based on the limitations of existing topographic data. The new system tools will also dynamically extract features of topographic relevance from the most recent non-photogrammetric visible, infrared and thermal imagery. The extracted features will be employed to detect changes to topographic features in the already available DEMs. Quality enhancement of the DEM will be achieved through the integration of the extracted topographic features using data conflation algorithms. In the current paper, an analysis of widely available DEMs is present demonstrating the potential of DIGEST by focusing on the potential impact on decision-making by using freely available data from the Shuttle Radar Topography Mission and other DEMs available from Geospatial Data Clearinghouse servers established by the Federal Geographic Data Committee (FGDC).","","","english","5"
"16","Planning brazilian urban traffic with a geographic pplication software","Planning and optimizing urban traffic is a difficult problem, with considerable economic and social impacts. The development of suitable software tools to aid municipal governments to control and to improve the traffic flow is urgent due to the increasing number of vehicles in urban areas. However, the development of this kind of software represents a great challenge since the problems to be dealt with in this domain are both computationally and mathematically complex. This article presents a geographic application software as a feasible solution for this problem. The solution is geared towards Brazilian medium to large cities and is based on a mathematical model of the urban traffic. This model is stored in a geographic database and allows the user of the software (typically a traffic engineer) to search for alternative solutions for traffic problems. The software can provide optimal solutions for an important family of traffic problems, namely the Traffic Equilibrium Problem (TEP). This family involves the common hashing problems (e.g. traffic bottlenecks) as well as more sophisticated problems like vehicles pollution minimization. We have developed a prototype of the software and its solutions for the TEP were empirically validated against real traffic data from Goi�nia, capital of the Brazilian state of Goi�s.","","","english","5"
"17","Modelagem de processos de an�lise geogr�fica utilizando o framework GeoFrame","O potencial de executar-se processos de an�lise geogr�fica sobre os componentes do banco de dados geogr�ficos �, de forma geral, a maior motiva��o para justificar os investimentos necess�rios para a sua constru��o. A formaliza��o desses processos em um modelo conceitual, na fase de projeto, desvincula a necessidade de uso da terminologia espec�fica que cada software de SIG utiliza. Esse artigo apresenta uma solu��o que estende um framework conceitual (GeoFrame) com uma sem�ntica que suporta a express�o de processos de an�lise geogr�fica. Os processos s�o identificados a partir da elabora��o de diagramas de casos de uso e iniciais de atividade, incorporados no diagrama de classe e detalhados atrav�s de diagramas de atividade. Esse �ltimo diagrama especifica a execu��o parcial de opera��es de an�lise geogr�fica utilizando elementos de modelagem introduzidos na vers�o 2.0 da UML. Com essa extens�o, e devido � compatibilidade com a UML, o GeoFrame permite a especifica��o de aspectos est�ticos e din�micos de um SIG atrav�s de ferramentas CASE.","","","portuguese","5"
"18","Aplica��o de estruturas de dados espaciais eficientes na estima��o de intensidade de processos pontuais","Este artigo aborda o desenvolvimento de m�todos computacionais para a estima��o de intensidade de processos pontuais atrav�s da gera��o de mapas de kernel. � mostrado que o impacto dos algoritmos de busca por vizinhos mais pr�ximos � crucial para o bom desempenho desses m�todos, sendo assim necess�ria a escolha de um algoritmo apropriado. � proposto um novo algoritmo baseado numa estrutura de dados bastante simples para a localiza��o desses vizinhos de forma eficiente. Em seguida, as caracter�sticas espec�ficas do problema s�o levadas em conta, possibilitando pequenas modifica��es na estrutura capazes de reduzir consideravelmente o n�mero de opera��es realizadas pelo algoritmo, em compara��o � sua vers�o original. Apesar de lidar apenas com o caso bidimensional, demonstra-se ainda neste artigo que o algoritmo � flex�vel o suficiente para permitir buscas em regi�es multidimensionais sem grande perda de efici�ncia.","","","portuguese","5"
"19","Visual exploration of spatio-temporal databases","Visualization research deals with the use of graphical models to represent data, coupled with suitable interaction operations that support an active user exploration of the data representations. Visualization techniques can greatly enhance knowledge discovery processes involving geo-referenced data, and the study of visual displays to assist users of geographic information, which typically includes spatial and temporal attributes, motivates developments in the new field known as Geovisualization. Users of such data are typically interested in spatial dynamics, or changes that occur over time, and the capability of simultaneously depicting the temporal component of data and the spatial information, in an integrated manner, is necessary to support real data analysis tasks. In this paper we introduce several strategies to support visual exploration of spatiotemporal databases, focusing on assisting end users on the initial stages of a knowledge discovery process. The visual approaches proposed are illustrated with an application that demands the exploration of a pluviometric database.","","","english","5"
"20","A strategy for the interpolation of surfaces through the use of basis functions","For the construction of digital terrain models based on surface interpolation, it is defined a bivariate function F(x,y) that interpolates a finite set of N sample points, Pi=(Xi,Yi,Zi) , such that, F(Xi,Yi)=Zi. In this work, it is presented a strategy for the generation of interpolation surfaces through the use of basis functions. This methodology is based on a work by Chaturvedi and Piegl, where improvements related to the construction of the basis functions were made. The proposed strategy allows a larger expansion of the basis function's support region, represented by the interior of a trajectory curve, composed of quadratic rational B�zier segments and reduces the approximation error between the reference surface and the interpolation surface.","","","english","5"
"21","Image data handling in spatial databases","The recent advances in database technology have enabled the development of a new generation of spatial databases, where the DBMS is able to manage spatial and non-spatial data types together. Most spatial databases can deal with vector geometries (e.g., polygons, lines and points), but have limited facilities for handling image data. However, the widespread availability of high-resolution remote sensing images has improved considerably the application of images to environmental monitoring and urban management. Therefore, it is increasingly important to build databases capable of dealing with images together with other spatial and non-spatial data types. With this motivation, this paper describes a solution for efficient handling of large image data sets in a standard object-relational database management system. By means of adequate indexing, compression and retrieval techniques, satisfactory performances can be achieved using a standard DBMS, even for very large satellite images. This work is part of the development of the TerraLib library, which aims to provide a comprehensive environment for the development of GIS applications.","","","english","5"
"22","Aplicando ontologias de objetos geogr�ficos para facilitar navega��o em GIS","The Semantic Web has become an active research area with many promising applications. This paper gives a concrete contribution to the adoption of Semantic Web technology in GIS, by describing the use of a domain ontology to help navigation on maps, and support the integration of geographic objects on the Web. The OntoCarta system, which we are developing to demonstrate our methods, relies on current standards and public domain tools to build a map navigator including: (1) a viewer for maps in different scales; (2) a domain ontology to describe and correlate maps objects. The combination of these components results in a knowledge directed cartographic navigation system. This system supports map zooming, while keeping contextual information for different levels of abstraction. The adoption of open formats to represent the domain ontology, allied to the consensual character of this ontology, enables the use of OntoCarta on a Web browser and fosters data reuse throughout the Internet.","","","portuguese","5"
"23","Image data handling in spatial databases","The recent advances in database technology have enabled the development of a new generation of spatial databases, where the DBMS is able to manage spatial and non-spatial data types together. Most spatial databases can deal with vector geometries (e.g., polygons, lines and points), but have limited facilities for handling image data. However, the widespread availability of high-resolution remote sensing images has improved considerably the application of images to environmental monitoring and urban management. Therefore, it is increasingly important to build databases capable of dealing with images together with other spatial and non-spatial data types. With this motivation, this paper describes a solution for efficient handling of large image data sets in a standard object-relational database management system. By means of adequate indexing, compression and retrieval techniques, satisfactory performances can be achieved using a standard DBMS, even for very large satellite images. This work is part of the development of the TerraLib library, which aims to provide a comprehensive environment for the development of GIS applications.","","","portuguese","5"
"24","Integrating telecom outside plant systems through the GML tandard","This paper introduces the Telecommunication Outside Plant Markup Language (TOPML), an OpenGis GML (Geographic Markup Language) application schema designed to describe telecommunication outside plant data in which geographical information is an important issue. TOPML uses the standard OpenGis GML schema to include geographic properties to georeferenced telecom network elements. The use of TOPML can be a key factor for cost reduction on data gathering, conversion process of georeferenced data and system integration. By using TOPML, telecom systems can now communicate in different ways such as Web Services. The TOPML can be transformed into an SVG format, allowing geographic data visualization in the Internet. Additionally, with TOPML and the definition of services following the OpenGIS specifications, the telecom outside plant systems can move towards a standard interoperable environment. The results of this paper are being implemented in the CPqD Outside Plant System, a geographical information system that automates the telecommunications outside plant management.","","","english","5"
