"id_artigo","titulo","abstract","n_paginas","tipo_artigo","lingua","n_edicao"
"1","Evaluation of the Image Quality Index in mosaics","Geographic networks are everywhere, as rivers, power grids and street networks. Computational and mathematical tools for traditional analysis of graphs and recent studies on complex networks have been incorporating the geographic component. This article presents a general tool, in development process, for visualizing geographic networks: the GIS4Graph tool. An application is presented in the analysis of efficiency in a street network, based on the straightness centrality index. The case study is done using the OpenStreetMap data from the city of Lorena/SP. The results are showed visually in a map or graph, highlighting the main streets that contribute to the citys efficiency in terms of straight displacement.","","Short papers","portuguese","18"
"2","An algebra for modeling and simulation of continuous spatial changes","Continuous change models are commonly based on the Systems Dynamics paradigm. However, this paradigm does not provide support for an explicit and heterogeneous representation of geographic space, nor its topological (neighborhood) structure. Therefore, using it in modeling spatial changes still remains a challenge. In this context, this paper presents an algebra that extends the Systems Dynamics paradigm to the development of spatially explicit models of continuous change. The proposed algebra provides types and operators to represent flows of energy and matter between heterogeneous regions of geographic space. To this end, algebraic sets of operations similar to those in Map Algebras are introduced, allowing the representation of local, focal and zonal flows. Finally, case studies are presented to evaluate the usefulness, expressiveness and computational efficiency of the proposed algebra.","","Full papers","portuguese","18"
"3","Classifica��o semiautom�tica de �reas queimadas com o uso de redes neurais","This paper presents an approach to improve the semi-automatic detection of burned areas through the use of neural networks. The approach is validated over a selected study area in the Brazilian Cerrado against reference data derived from data classified by experts. Methods are still being developed and improved, and initial results corroborate the validity of the approach, which will be extended to other study areas.","","Short papers","portuguese","18"
"4","Compara��o de desempenho na indexa��o de big geospatial data em ambiente de nuvem computacional","With the growth of spatial data volume, known as Big Geospatial Data, some tools have been developed to allow the processing of this data in an efficient way, but for this it is fundamental to index the databases. The cloud computing has computational power and several other characteristics that are adherent to the execution of this type of application. This paper presents an analysis of indexing, operations and queries performed through SpatialHadoop in a test scenario provisioned in the cloud environment.","","Short papers","portuguese","18"
"5","Utilizacao de dados de altimetria para o fornecimento de rotas acessiveis para cadeirantes","Building a route planning system is not a simple task because it may take into account many aspects that would be important to provide relevant routes. Most route planning systems are street-based and do not take into account sidewalks and crosswalks. A route planning system that takes sidewalks into account, suitable for wheelchair users, is a big challenge in geoprocessing, considering algorithmic and accessibility points of view. Others aspects like ramps in crosswalks and inclinations should also be considered in route plan- ning for a wheelchair user. The model proposed in this article has the purpose of building an alternative system that includes other variants like altimetry in the considered paths.","","Short papers","portuguese","18"
"6","Comparison of machine learning techniques for the estimation of climate missing data in the state of Minas Gerais, Brazil","Climatepredictionisarelevantactivityforhumanityand,forthesuc- cess of the climate forecast, a good historical database is necessary. However, because of several factors, large historical data gaps are found at different me- teorological stations, and studies to determine such missing weather values are still scarce. This paper describes a study of a combination of several machine learning techniques to determine missing climatic values. This study produced a computational framework, formed by four different methods: linear regres- sion, neural networks, support vector machines and regression bagged trees. A statistical study is conducted to compare these four methods. The study statis- tically demonstrated that the regression bagged trees technique was successful in obtaining missing climatic values for the state of Minas Gerais and can be widely used by the responsible agencies to improve their historical databases, consequently, their climate forecasts.","","Full papers","portuguese","18"
"7","Computational system for monitoring and risk analysis based on TerraMA2","The intensity to which natural phenomena have been occurring and surprising the population imposes on Engineering the search for preventive measures that minimize the contingent of people affected by these tragedies. It happens due to the imminent risks of disasters, posed by rain combined with the soil properties, slope and the type of use and land occupation existing in the region. From this perspective, an experimental program aimed at issuing warnings is justified from the technological point of view. Therefore, the present work presents an elaboration of a monitoring system to analysis and alert generation of risks for the city of Ouro Preto, state of Minas Gerais, based on TerraMA2. The project used as a case studies 33 occurrences of slope disruption in the city of Ouro Preto, made available by the city's Civil Defense. The obtained results showed that the generated model, based on the intensity of the accumulated rainfall, as well as the lithological maps, use and occupation and slope, would be effective to identify, in advance, risk situations.","","Full papers","portuguese","18"
"8","Segmentation of optical remote sensing images for detecting homogeneous regions in space and time","With the amount of multitemporal and multiresolution images grow- ing exponentially, the number of image segmentation applications is recently increasing and, simultaneously, new challenges arise. Hence, there is a need to explore new segmentation concepts and techniques that make use of the tempo- ral dimension. This paper describes a spatio-temporal segmentation that adapts the traditional region growing technique to detect homogeneous regions in space and time in optical remote sensing images. Tests were conducted by consider- ing the Dynamic Time Warping measure as the homogeneity criterion. Study cases on high temporal resolution for sequences of MODIS and Landsat-8 OLI vegetation indices products provided satisfactory outputs and demonstrated the potential of the spatio-temporal segmentation method.","","Full papers","portuguese","18"
"9","Plataforma VGI para auxilio a navega��o de deficientes visuais","Visual impairment is among the most frequent existing disabilities, affecting much of the world's population. Even though visually impaired individuals have special needs for exploring the environments around them, applications for urban navigation are not available in an accessible form to this user group. This paper presents a platform based on VGI (Volunteered Geographic Information), which aims at helping visually impaired people in exploring outdoor spaces.","","Short papers","portuguese","18"
"10","Modeling and visualization of uncertainties of categorical spatial data using geostatistics, 3D planar projections and color fusion techniques","This article explores the uncertainty modelling and their different ways of visualizations for categorical spatial attributes. It shows how to model these attributes using procedures of indicator geostatistics. The geostatistical modelling uses as input a set of sample points of the categorical attribute that are transformed in indicator samples according the classes of interest. Experimental and theoretical semivariograms of the indicator fields are defined representing the spatial variation of the indicator information. The indicator fields, along with their semivariograms, are used to determine the uncertainty model, the conditioned probability distribution function, of the attribute at any location inside the geographic region delimited by the samples. The probability functions are used for producing prediction and uncertainty maps based on the maximum class probability criterion. These maps can be visualized using different techniques. In this work, it is considered individual visualization of the predicted and uncertainty maps and of the predictions combined with their uncertainties. The combined visualizations are based on 3D planar projection and on the Red-Green-Blue to Intensity-Hue-Saturation (RGB-IHS) fusion transformation techniques. The methodology of this article is illustrated by a case study with real data, a sample set of soil textures observed in an experimental farm located in the region of São Carlos city in São Paulo State, Brazil. The resulting maps of this case study are presented and the advantages and the drawbacks of the visualization options are analyzed and discussed.","","Full papers","portuguese","18"
