"id_artigo","titulo","abstract","n_paginas","tipo_artigo","lingua","n_edicao"
"1","Geographical prioritization of social network messages in near real-time using sensor data streams: an application to floodsp","Social networks have been used to overcome the problem of incomplete official data, and provide a more detailed description of a disaster. However, the filtering of relevant messages on-the-fly remains challenging due to the large amount of misleading, outdated or inaccurate information. This paper presents an approach for the automated geographic prioritization of social networks messages for flood risk management based on sensor data streams. It was evaluated using data from Twitter and monitoring agencies of different countries. The results revealed that the proposed approach has a potential to identify valuable flood-related messages in near real-time.","","Full papers","english","16"
"2","Outcrop explorer: a point-based system for visualization and interpretation of Lidar digital models","The use of LIDAR-based models for natural outcrops and surfaces studies has increased in the last few years. This technique has been found to be potential to represent digitally tridimensional data, thus it increases the quality and amount of data available for interpretation by geoscientists. Researchers, in computations, face difficulties in handling the huge amount of the data acquired by LIDAR systems. It is difficult to visualize efficiently the point cloud and convert it to high-quality digital models (DMs) with specific interpretation tools. Some in-house and commercial software solutions have been developed by some research groups and industries, respectively. However, all solutions must consider the large database as the pain point of the project. Outcrop Explorer has been developed to manage large point clouds, to provide interpretation tools, and to allow integration with other applications through data exporting. In terms of software architecture, view-dependent level of detail (LOD) and a hierarchical space-partitioning structure in the form of octree are integrated in order to optimize the data access and to promote a proper visualization and navigation in the DM. This paper presents a system developed for visualization, handling and interpretation of digital models obtained from point clouds of LIDAR surveys. This system was developed considering the free graphic resources, the necessities of the geoscientists and the limitations of the commercial tools for interpretation purposes. It provides an editing tool to remove noise or unnecessary portions of the point cloud and interpretation tools to identify lines and planes, as well as their orientations, and it has different exporting formats. However, being an open source project much more collaborative development is necessary.","","Full papers","english","16"
"3","An abstract data type to handle vague spatial objects based on the fuzzy model","Crisp spatial data are geometric features with exact location on the extent and well-known boundaries. On the other hand, vague spatial data are characterized by inaccurate locations or uncertain boundaries. Despite the importance of vague spatial data in spatial applications, few related work indeed implement vague spatial data and they do not define abstract data types to enable the management of vague spatial data by using database management systems. In this sense, we propose the abstract data type FuzzyGeometry to handle vague spatial data based on the fuzzy model. FuzzyGeometry was developed as a PostgreSQL extension and its implementation is open source. It offers management for fuzzy points and fuzzy lines. As a result, spatial applications are able to access the PostgreSQL to handle vague spatial objects.","","Full papers","english","16"
"4","Embedding vague spatial objects into spatial databases using the VagueGeometry abstract data type","Spatial vagueness has been required by geoscientists to handle vague spatial objects, i.e., spatial objects that do not have exact locations, strict boundaries, or sharp interiors. However, there is a gap in the literature in how to handle these objects in spatial database management systems since they mainly provide support to crisp spatial objects, i.e., objects that have well-defined locations, boundaries, and interiors. In this paper, we fill this gap by proposing VagueGeometry, a novel abstract data type that handles vague spatial objects, includes an expressive set of vague spatial operations, and its implementation is open source. Experimental results show that VagueGeometry improved the performance of spatial queries with vague topological predicates from 23% up to 84% if compared with functionalities available in current spatial databases.","","Full papers","english","16"
"5","Small area housing deficit estimation: a spatial microsimulation approach","This paper presents our first attempts to develop a new methodology for measuring housing deficit at small areas. It combines the advantages of two types of census data: (a) individual-level sample data, which are very useful for depicting many dimensions of the housing deficit, but do not present detailed geographic information; and (b) universal data with detailed spatial resolution (census tracts), but aggregated. For that, we explore an approach based on spatial microsimulation. We simulate spatial microdata by using aggregate data as constraints to expand and allocate individual-level data to census tracts. This procedure allowed us to estimate a particular dimension of the housing d�ficit (housing cost) at higher spatial resolution.","","Short papers","english","16"
"6","Temporal GIS and spatiotemporal data sources","The recent technological advances in geospatial data collection have created massive data sets with better spatial and temporal resolution than ever. To properly deal with these data sets, geographical information systems (GIS) must evolve to represent, access, analyze and visualize big spatiotemporal data in an efficient and integrated way. In this paper, we highlight challenges in temporal GIS development and present a proposal to overcome one of them: how to access spatiotemporal data sets from distinct kinds of data sources. Our approach uses Semantic Web techniques and is based on a data model that takes observations as basic units to represent spatiotemporal information from different application domains. We define a RDF vocabulary for describing data sources that store or provide spatiotemporal observations.","","Full papers","english","16"
"7","Using rational numbers and parallel computing to efficiently avoid round-off errors on map simplification","This paper presents EPLSimp, an algorithm for map generalization that avoids the creation of topological inconsistencies. EPLSimp is based on Visvalingam-Whyatts (VW) algorithm on which least important points are removed first. Unlike VWs algorithm, when a point is deleted a verification is performed in order to check if this deletion would create topological inconsistencies. This was done by using arbitrary precision rational numbers to completely avoid errors caused by floating-point arithmetic. EPLSimp was carefully implemented to be efficient, although using rational numbers adds an overhead to the computation. This efficiency was achieved by using a uniform grid for indexing the geometric data and parallel computing to speedup the process.","","Full papers","english","16"
"8","Mining influential terms for toponym recognition and resolution","The detection of toponyms present in text has appeared as a useful resource for many different applications, such as for social network analysers and for geographic search engines. The variety of ambiguities present in the geoparsing process represents one of the main challenges related to the process of detecting toponyms, bringing the need for treating this problem with careful attention. One important technique to detect toponyms is based on the presence of influential terms, which are terms that could indicate the existence of geographical references in the text. This paper presents an approach to automatically identifying relevant influential terms for a given language, as well as a set of attributes relating these terms with toponyms. The technique presented here was validated with an existing geoparser, using a training set based on online news. The results indicate the technique is effective in identifying influential terms, and has shown that the geoparsers capabilities of detecting toponyms have improved by using the generated list of influential terms.","","Full papers","english","16"
"9","Spatial visualization of job inaccessibility to identify transport related social exclusion","An evalutation of the spatial distribution of job accessibility in S�o Paulo was conducted through the correlation of work trips demand and socioeconomic data of public transport users. It was proposed a gravitational job inaccessbility index (GJI) that identifies higher volumes of home-based work trips with longer durations. Therefore, a characterization of the daily home-based work displacements of low-income population was obtained. The results show that, in general, half of the public transport users spend at least 2h30min daily in commutes. Finally, the GJI spatialization reveals the gravity force of production and attraction of work tripos for the low-income population, as well as the city segregation.","","Full papers","english","16"
"10","Spectral attributes selection based on data mining for remote sensing image classification","Remote sensing images are a rich source of information for studying large-scale geographic areas. The new satellite generations have producing huge amounts of data. Data mining techniques have been emerged last years as powerful tools to help in the analysis of these data. In the area of remote sensing image analysis, software like GeoDMA, eCognition, InterIMAGE, and others are available for end users. These software provides tools to extract several attributes of the images. These attributes are then used in image classification and analysis. When dealing with high resolution multispectral satellites, we have a large quantity of attributes. In many cases, the attributes are highly correlated, and consequently may not help to separate the classes of interest. Thus, this work shows the results of an approach to analyze the correlation of the attributes between several classes of interest, selecting those that will better distinguish them. In this way, it is possible to reduce the amount of data to be used during classification and analysis, consequently reducing the computational time for classification.","","Short papers","english","16"
