"id_pessoa","nome","instituicao"
"1","Bruno G. Batista","Universidade Federal de Itajub– (UNIFEI)"
"2","Vanessa C. O. Souza","Universidade Federal de Itajub– (UNIFEI)"
"3","Melise M. V. Paula","Universidade Federal de Itajub– (UNIFEI)"
"4","Rafael M. D. Frinhani","Universidade Federal de Itajub– (UNIFEI)"
"5","Bianca R. Bartolomei","Universidade Federal de Itajub– (UNIFEI)"
"6","Lucas Lmaounier","Universidade Federal de Itajub– (UNIFEI)"
"7","Roberto A. Almeida","Universidade Federal de Itajub– (UNIFEI)"
"8","Let�cia da Silva Bomfim","Universidade Estadual de Campinas (UNICAMP)"
"9","Guilherme Daniel Avansi","SOLPE - Oil Reservoir Solutions"
"10","Alexandre Campane Vidal","Universidade Estadual de Campinas (UNICAMP)"
"11","Helio Pedrini","Universidade Estadual de Campinas (UNICAMP)"
"12","Mayra Abboudi Brasco","Embrapa Territorial"
"13","Carlos Alberto de Carvalho","Embrapa Territorial"
"14","Luis Felipe Bortolatto da Cunha","Universidade Federal do ABC (UFABC)"
"15","Fl�via da Fonseca Feitosa","Universidade Federal do ABC (UFABC)"
"16","Antonio Paez","McMaster University Hamilton"
"17","Carolina Moutinho Duque de Pinho","Universidade Federal do ABC (UFABC)"
"18","Elton Vicente Escobar Silva","Instituto Nacional de Pesquisas Espaciais (INPE)"
"19","Anielli Rosane de Souza","Instituto Nacional de Pesquisas Espaciais (INPE)"
"20","Maria Lucia Ferreira Barbosa","Instituto Nacional de Pesquisas Espaciais (INPE)"
"21","Cl�udia Maria de Almeida","Instituto Nacional de Pesquisas Espaciais (INPE)"
"22","Liana Oighenstein Anderson","Centro Nacional de Monitoramento e Alerta de Desastres Naturais (CEMADEN)"
"23","Gilberto Ribeiro de Queiroz","Instituto Nacional de Pesquisas Espaciais (INPE)"
"24","Thales Sehn K�rting","Instituto Nacional de Pesquisas Espaciais (INPE)"
"25","Flaris Roland Feller","Universidade Federal de Santa Catarina (UFSC)"
"26","Ronaldo dos Santos Mello","Universidade Federal de Santa Catarina (UFSC)"
"27","Rog�rio Flores J�nior","Instituto Nacional de Pesquisas Espaciais (INPE)"
"28","Vitor Conrado Faria Gomes","Instituto de Estudos Avan–ados (IEAv)"
"29","Karine Reis Ferreira","Instituto Nacional de Pesquisas Espaciais (INPE)"
"30","Marie-Paule Bonnet","Institut de Recherche pour le D–veloppement (IRD)"
"31","Vin�cius L. S. Gino","Universidade Estadual Paulista (UNESP)"
"32","Rog�rio Negri","Universidade Estadual Paulista (UNESP)"
"33","Felipe N. Souza","Universidade Estadual Paulista (UNESP)"
"34","Sabrina O. Gomes","Universidade Federal de Pernambuco (UFPE)"
"35","Ana L. Candeias","Universidade Federal de Pernambuco (UFPE)"
"36","Maria Paula Prado Lebr�o Graziotto","Instituto Nacional de Pesquisas Espaciais (INPE)"
"37","La�rcio Massaru Namikawa","Instituto Nacional de Pesquisas Espaciais (INPE)"
"38","Diego Henrique M. Matos","Universidade Federal de Minas Gerais (UFMG)"
"39","Alber Hamersson S�nchez Ipia","Instituto Nacional de Pesquisas Espaciais (INPE)"
"40","Tiago G. S. Carneiro","Universidade Federal de Ouro Preto (UFOP)"
"41","S�vio S. Teles de Oliveira","Universidade Federal de Goi–s (UFG)"
"42","Vagner J. do Sacramento Rodrigues","Universidade Federal de Goi–s (UFG)"
"43","Wellington S. Martins","Universidade Federal de Goi–s (UFG)"
"44","Anderson da Silva Soares","Universidade Federal de Goi–s (UFG)"
"45","Mario Arthur Sclafani Pujatti","Universidade Federal de S–o Jo–o del Rei (UFSJ)"
"46","Marconi de Arruda Pereira","Universidade Federal de S–o Jo–o del Rei (UFSJ)"
"47","Leonardo Jos� Silvestre","Universidade Federal do Esp–rito Santo (UFES)"
"48","Fernanda de Oliveira Ramalho","Universidade Federal de Minas Gerais (UFMG)"
"49","Clodoveu A. Davis Junior","Universidade Federal de Minas Gerais (UFMG)"
"50","Salatiel Dantas Silva","Universidade Federal de Campina Grande (UFCG)"
"51","Claudio E. C. Campelo","Universidade Federal de Campina Grande (UFCG)"
"52","Maxwell Guimar�es de Oliveira","Universidade Federal de Campina Grande (UFCG)"
"53","Marcos A. S. da Silva","Empresa Brasileira de Pesquisa Agropecu–ria (EMBRAPA)"
"54","Leonardo N. Matos","Universidade Federal de Sergipe (UFS)"
"55","Fl�vio E. de O. Santos","Universidade Federal de Sergipe (UFS)"
"56","M�rcia H. G. Dompieri","Embrapa Territorial"
"57","Fl�vio R. de Moura","Universidade Federal de Sergipe (UFS)"
"58","Abner Ern�ni dos Anjos","Instituto Nacional de Pesquisas Espaciais (INPE)"
"59","Fabiana Zioti","Instituto Nacional de Pesquisas Espaciais (INPE)"
"60","Gabriel Sansigolo","Instituto Nacional de Pesquisas Espaciais (INPE)"
"61","Ivanildo Barbosa","Instituto Militar de Engenharia (IME)"
"62","Raquel Aparecida Abrah�o Costa e Oliveira","Instituto Militar de Engenharia (IME)"
"63","Thiago Luiz Morais Barreto","Instituto Nacional de Pesquisas Espaciais (INPE)"
"64","S�rgio Rosim","Instituto Nacional de Pesquisas Espaciais (INPE)"
"65","Daniel Braga","Universidade Federal de Juiz de Fora (UFJF)"
"66","Ricardo Dalagnol da Silva","Instituto Nacional de Pesquisas Espaciais (INPE)"
"67","Celso Bandeira M. Ribeiro","Universidade Federal de Juiz de Fora (UFJF)"
"68","Liana O. Anderson","Centro Nacional de Monitoramento e Alerta de Desastres Naturais (CEMADEN)"
"69","Luiz Eduardo Oliveira e Cruz de Arag�o","Instituto Nacional de Pesquisas Espaciais (INPE)"
"70","Carlos Henrique Tavares Brumatti","Universidade Federal de Vi–osa (UFV)"
"71","Mariana Albuquerque Reynaud Schaefer","Universidade Federal de Vi–osa (UFV)"
"72","Jugurta Lisboa Filho","Universidade Federal de Vi–osa (UFV)"
"73","Julio C. S. Reis","Universidade Federal de Vi–osa (UFV)"
"74","Let�cia da S. Cabral","Universidade Estadual Paulista (UNESP)"
"75","Leonardo Bacelar Lima Santos","Universidade Federal de S–o Paulo (UNIFESP)"
"76","Ant�nio Miguel Vieira Monteiro","Instituto Nacional de Pesquisas Espaciais (INPE)"
"77","Ana Carolina C. Carneiro","Universidade Federal do ABC (UFABC)"
"78","Luis Felipe B. da Cunha","Universidade Federal do ABC (UFABC)"
"79","Ang�lica N. Caseri","Universidade de S–o Paulo (USP)"
"80","Francisco Aparecido Rodrigues","Universidade de S–o Paulo (USP)"
"81","Mateus R. S. Catrinque","Universidade Federal de Minas Gerais (UFMG)"
"82","Marconi Martins Cunha","Universidade Federal de Vi–osa (UFV)"
"83","Ligia da Silva Barbosa","Universidade Federal de Vi–osa (UFV)"
"84","Isaac Antunes Miranda J�nior","Universidade Federal de Vi–osa (UFV)"
