"id_pessoa","nome","instituicao"
"1","Vitor Silva de Araujo","Universidade Federal do Paran– (UFPR)"
"2","Claudia Robbi Sluter","Universidade Federal do Paran– (UFPR)"
"3","Silvana Philippi Camboim","Universidade Federal do Paran– (UFPR)"
"4","Marco Aurelio Beber","Universidade Federal de Santa Catarina (UFSC)"
"5","Carlos Andres Ferrero","Universidade Federal de Santa Catarina (UFSC)"
"6","Renato Fileto","Universidade Federal de Santa Catarina (UFSC)"
"7","Vania Bogorny","Universidade Federal de Santa Catarian (UFSC)"
"8","Fernando Bordignon","Universidade Federal de Santa Catarina (UFSC)"
"9","Leandro Figueiredo","Universidade Federal de Santa Catarina (UFSC)"
"10","Mauro Roisenberg","Universidade Federal de Santa Catarina (UFSC)"
"11","Bruno B. Rodrigues","CENPES/PDGP/CMR - Petrobras"
"12","Anderson Chaves Carniel","Universidade de S–o Paulo (USP)"
"13","Ricardo Rodrigues Ciferri","Universidade Federal de S–o Carlos (UFSCar)"
"14","Cristina Dutra de Aguiar Ciferri","Universidade de S–o Paulo (USP)"
"15","Sergio Souza Costa","Universidade Federal do Maranh–o (UFMA)"
"16","Evaldinolia Gilbertoni Moreira","Universidade Federal do Maranh–o (UFMA)"
"17","Micael Lopes da Silva","Universidade Federal do Maranh–o (UFMA)"
"18","Thamyla Maria de Sousa Lima","Universidade Federal do Maranh–o (UFMA)"
"19","Daniel Camilo de Oliveira Duarte","Universidade Federal de Vi–osa (UFV)"
"20","Juliette Zanetti","Universidade Federal de Vi–osa (UFV)"
"21","Joel Gripp Junior","Universidade Federal de Vi–osa (UFV)"
"22","Nilcilene das Gra�as Medeiros","Universidade Federal de Vi–osa (UFV)"
"23","Tatiana K. Ferrari","Instituto Nacional de Pesquisas Espaciais (INPE)"
"24","C. F. Rossetto","Geologística"
"25","Flavia Maria Adorni","World Bank Group"
"26","Gustavo B. Furuzawa","Geologística"
"27","Paulo F. de Oliveira","World Bank Group"
"28","Luiz Otavio Alvares","Universidade Federal de Santa Catarina (UFSC)"
"29","Vania Bogorny","Universidade Federal de Santa Catarina (UFSC)"
"30","Caio Lib�nio Melo Jer�nimo","Universidade Federal de Campina Grande (UFCG)"
"31","Claudio E. C. Campelo","Universidade Federal de Campina Grande (UFCG)"
"32","Claudio de Souza Baptista","Universidade Federal de Campina Grande (UFCG)"
"33","Salles V. G. de Magalh�es","Universidade Federal de Vi–osa (UFV)"
"34","Marcus V. A. Andrade","Universidade Federal de Vi–osa (UFV)"
"35","W. Randolph Franklin","Rensselaer Polytechnic Institute (RPI)"
"36","Wenli Li","Rensselaer Polytechnic Institute (RPI)"
"37","Maur�cio G. Gruppi","Universidade Federal de Vi–osa (UFV)"
"38","Isabella de Freitas Nunes","Universidade Federal de Goi–s (UFG)"
"39","Thiago Borges de Oliveira","Universidade Federal de Goi–s (UFG)"
"40","S. Teles de Oliveira","GoGeo"
"41","Marcelo de C. Cardoso","GoGeo"
"42","Wisllay M. V. dos Santos","GoGeo"
"43","Paulo C. P. Costa","GoGeo"
"44","Vagner J. do Sacramento Rodrigues","GoGeo"
"45","Wellington S. Martins","Universidade Federal de Goiás (UFG)"
"46","Amon Veiga Santana","Universidade Estadual da Bahia (UNEB)"
"47","Jorge Campos","UNIFACS"
"48","Salatiel Ribeiro dos Santos","Universidade Federal de Minas Gerais (UFMG)"
"49","Clodoveu A. Davis Junior","Universidade Federal de Minas Gerais (UFMG)"
"50","Rodrigo Smarzaro","Universidade Federal de Minas Gerais (UFMG)"
"51","Washington Sena de Fran�a e Silva","Universidade Federal de Ouro Preto (UFOP)"
"52","Tiago Garcia de Senna Carneiro","Universidade Federal de Ouro Preto (UFOP)"
"53","Juliana Siqueira-Gay","Universidade de S–o Paulo (USP)"
"54","Mariana Abrantes Giannotti","Universidade de S–o Paulo (USP)"
"55","Diego Bogado Tomasiello","Universidade de S–o Paulo (USP)"
"56","Eduardo A. Speranza","Empresa Brasileira de Pesquisa Agropecu–ria (EMBRAPA)"
"57","Ricardo R. Ciferri","Universidade Federal de S–o Carlos (UFSCar)"
"58","Cristina D. A. Ciferri","Universidade Federal de S–o Paulo (USP)"
