"id_artigo","titulo","abstract","n_paginas","tipo_artigo","lingua","n_edicao"
"11","","","","","",""
"12","","","","","",""
"13","Analyzing mobility patterns from social networks and social, economic and demographic open data","With the increased facility in acquiring georeferenced data from social networks, the interest in studying human mobility based on these data has grown, bringing new challenges and opportunities for knowledge discovery in GIScience. Even with this favorable scenario, few studies have attempted to analyze how the information produced from these networks may correlate with other aspects of human life. This paper presents an approach to extracting mobility patterns from Twitter messages and to analyzing their correlation with social, economic and demographic open data. The proposed model was evaluated using a dataset of georeferenced Twitter messages and a set of social indicators, both related to Greater London. The results revealed that social indicators related to employment conditions present higher correlation with the mobility patterns than any other social indicators investigated, suggesting that these social variables may be more relevant for studying mobility patterns.","","Full papers","english","17"
"14","Exact intersection of 3D geometric models","e present 3D-EPUG-OVERLAY, an exact algorithm for computing the intersection of two 3D triangulated meshes. This is useful in GIS and CAD. 3D-EPUG-OVERLAY has several innovations, including the use of exact ra- tional arithmetic to avoid floating roundoff errors and the ensuing topological impossibilities. It also uses a uniform grid to efficiently index the geometric data. 3D-EPUG-OVERLAY was designed to be easily parallelizable. We are now in- corporating Simulation of Simplicity, to correctly handle geometric degeneracies (coincidences). Our current implementation can easily process examples with millions of triangles.","","Full papers","english","17"
"15","Novo m�todo de enquadramento de objetos espaciais complexos em histogramas espaciais","The selectivity estimateis an important metric when selecting efficient execution plans on spatial databases. However, little effort was dedicated to enhance the methods and data structures which support the calculations of these estimations. In this paper we proposed an enhancement in the method used to make a multidimensional grid histogram. The proposed method reduced the error in the estimation up to 30.16%, when estimating the cardinality of spatial window queries, compared to the grid histogram construction method originally proposed.","","Short papers","portuguese","17"
"16","A new platform for time-series analysis of remote sensing images in a distributed computing environment","Time series analysis of remote sensing images is essential for the de- tection of patterns, trends and changes to allow the modeling and prediction of events in the earths surface. Users of geographic information systems (GIS) are often involved in spatio-temporal remote sensing analysis. In case of ap- plications with large volumes of data, this analysis should be carried out in an automated manner and allow spatiotemporal filtering in the image database. This work proposes a new platform, DistSensing, that can enable these analyses to be conducted with the aid of distributed indices. We show how this DistSens- ing platform outperforms the solutions found in the literature when there is the need to run queries on the database using temporal and spatial filters.","","Full papers","english","17"
"17","","","","","",""
"18","Travel history: reconstructing travelers ́ trajectories using digital footprints","This work proposes a solution for reconstructing travel histories using heterogeneous social track posts in social networks, GPS positioning data, location history data generated by cloud services or any digital footprint with an associated geographic position. The solution encompasses a conceptual model; a methodology to reconstruct travel histories based on heterogeneous social tracks sources; and an application to present the reconstructed travel itinerary in a graphical and interactive fashion. An experiment conducted with real travelers showed that the proposed solution is a reasonable way to reconstruct semantic-rich travel histories in an automatic fashion.","","Full papers","english","17"
"19","Integration of data sources on traffic accidents","Generalinterestgeographicinformationisroutinelyproducedbysev- eral public agencies. In cities, the use of smartphones and other mobile devices generates an increasing amount of unofficial georeferenced data. Although offi- cial data have usually higher reliability, it takes longer to be updated and made available, while the opposite occurs with unofficial data. This work explores the potential for integrating data from both official and unofficial sources. We present a case study with two traffic accident datasets in the city of Belo Hor- izonte, Brazil. We compare official traffic accident data to unofficial data col- lected from the mobile app Waze. We found that 7% of accidents reported by of- ficial sources have also been reported by users of Waze. Accidents reported only by official sources are concentrated in the central region, while those recorded by Waze are mostly on some major roads all over the city.","","Full papers","english","17"
"20","","","","","",""
"21","An algebra for modelling the simultaneity in agents� behavior in spatially explicit social-environmental models","Humanity is the major driver of spatial changes resulting from in- teractions between social and environmental systems. Environmental models usually apply the agent-based modeling paradigm to describe the social aspects of spatial changes. For this reason, these models have incorporated challenges inherent to this paradigm. One of these challenges is how to provide a seman- tically correct way to describe and simulate the simultaneity in execution of agents. In this context, this work describes an algebra to the development of spatially explicit agent-based models in a way that the algebra operators implicitly treat the simultaneity in agents execution.","","Full papers","english","17"
"22","","","","","",""
"23","","","","","",""
"24","Accessibility and flood risk spatial indicators as measures of vulnerability","Based on the recent literature relating transport service level and social exclusion, as well as perceptions about the capacity to cope with the occurrence of flood events, this paper identified the spatial pattern related to flood risk and accessibility to urban facilities. For that, composite spatial indicators are developed and compared with socioeconomic data. The analysis shows the outskirts of the city with the most vulnerable places, with high levels of flood risk and low levels of accessibility. Besides that, the high-risk areas are characterized by low income level as well as the low percentage of residents with sewage system is a typical condition of regions with low level of accessibility and close to flood prone areas.","","Full papers","english","17"
"25","Clustering approaches and ensembles applied in the delineation of management classes in precision agriculture","This paper describes an experiment performed using different ap- proaches for spatial data clustering, aiming to assist the delineation of manage- ment classes in Precision Agriculture (PA). These approaches were established from the partitional clustering algorithm Fuzzy c-Means (FCM), traditionally used in this context, and from the hierarchical clustering algorithm HACC- Spatial, especially designed for this PA task. We also performed experiments using traditional ensembles approaches from the literature, evaluating their be- havior to achieve consensus solutions from individual clusterings obtained from features splitting or running one of the abovementioned algorithms. Results showed some differences between FCM and HACC-Spatial, mainly for the visu- alization of management classes in the form of maps. Considering the consen- sus clusterings provided by ensembles, it became clear the attempt to achieve an agreement result that most closely matches the original clusterings, showing us some details that may go undetected when we analyse only the individual clusterings.","","Full papers","english","17"
"26","","","","","",""
