"id_artigo","titulo","abstract","n_paginas","tipo_artigo","lingua","n_edicao"
"1","NSDI-compliant reference map: experiences on implementing a user-centered cartographic symbology and standardized data modeling at large scale (1:2000)","Standardized urban maps are essential cartographic products to address the challenges of cities management. Brazilian NSDI (National Spatial Data Infrastructure) was created to facilitate geospatial data sharing and use, but its standards are not completely adapted for large scale mapping for urban areas. This work aims to propose data models and symbology based on existent standards to support the generation of reference maps at large scale (1:2,000) that is logically consistent, standardized and aligned to the principles of the theory of Cartography. These characteristics will allow these maps to be maintained by several producers, shared among institutions and, most importantly, understandable and meaningful for their users. The results of this project are a geospatial data model that includes some new classes & object, and their correspondent relations, needed in a large-scale mapping, and the related symbology for visualizing any map generated from that data model.","","Full papers","english","17"
"2","","","","","",""
"3","Towards activity recognition in moving object trajectories from twitter data","The knowledge about people daily activities is of great value for sev- eral application domains. On the one hand, the activity recognition in trajec- tories has not been deeply investigated. On the other hand, social media data such as tweets can be rich in information about where people go and what they do. We strongly believe that the integration of trajectory data and social media can reveal the activities performed by individuals in daily life. In this paper we propose a new method to infer moving object activities from their trajecto- ries, using knowledge extracted from Twitter data. We evaluate the proposed approach with two datasets and show that it outperforms current works.","","Full papers","english","17"
"4","","","","","",""
"5","Fast spatially coupled bayesian linearized acoustic seismic inversion in time domain","Bayesian methods for seismic inversion assume multi-Gaussian dis- tributions for the variables involved and can apply a linearization to the forward model to offer a mathematically tractable solution and uncertainty analysis. Re- sults of the maximum a posteriori are robust, produced fast and have a high syn- thetic to real seismic correlation. The drawbacks of this inversion method are related to the lack of spatial continuity patterns, when the solution is computed trace-by-trace. This work proposes a methodology to tackle the scalability prob- lem of the Bayesian linearized inversion when adding spatial continuity in the time domain. A sliding window and a manipulation of the equations are used to solve the problem locally and avoid boundary effects.","","Full papers","english","17"
"6","The performance relation of spatial indexing on hard disk drives and solid state drives","SpatialindexingisacoreaspectinspatialdatabasesandGeographic Information Systems. Commonly, spatial indices like the R-tree and the R*-tree consider Hard Disk Drives (HDDs) as the main storage device in data man- agement. On the other hand, flash memories in the form of Solid State Drives (SSDs) have widely been adopted in data servers. Due to their unique char- acteristics like the erase-before-update operation and the asymmetry between read and write costs, the impact of spatial indexing on SSDs needs to be stud- ied. In this paper, we conduct an experimental evaluation in order to analyze the performance relation of spatial indexing on HDDs and SSDs. As a result, we show experimentally that spatial indices originally designed for HDDs should be redesigned for SSDs in order to take into account the unique characteris- tics of SSDs. We also propose guidelines to improve the performance of spatial indexing on SSDs by considering these characteristics.","","Full papers","english","17"
"7","DBCells � an open and global multi-scale linked cells","The land change models require large amounts of data, are difficult to be reproduced, as well as to be reused. Some initiatives to open and link data increase the reproducibility of scientific experiments and data reuse. One pillar of the linked data concept is the use of Uniform Resource Identifier (URI). In this paper, we propose DBCells  an architecture for publication of a global cellular space where each cell has a URI. This new approach will allow comparison, reproduction and the reuse of models and data. However, in order to succeed, this proposal requires participation, partnerships and investments. Our main purpose in this paper is to present the architecture, benefits and challenges for debating with the scientific community.","","Full papers","english","17"
"8","Comparison of supervised classification methods of Maximum Likelihood image, Minimum Distance, Parallelepiped and Neural network in images of Unmanned Air Vehicle (UAV) in Vi�osa-MG","The aim of this work was testing the classification techniques in digital air images of spatial high resolution obtained by Unmanned Air Vehicle (UAV). The images recover an area of the Federal University of Viçosa, campus Viçosa-MG. From the orthophoto generated, the classification test was made, by using four classifiers: Parallelepiped, Average Minimum Distance, Maximum Likelihood and Artificial Neural Networks. The classification that best delimited the different features present in the image was the classification by Artificial Neural Networks. In order to prove statistically the classification efficiency, the validation was carried out through Kappa index and visual analysis.","","Full papers","english","17"
"9","GIULIA � a spatial decision support system for urban logistics interventions analysis","Decision in urban planning involves an understanding of complex interactions between different aspects of the city. The use spatial decision support systems (SDSS) became an important tool to support decision-making, given its capability to integrate spatial and descriptive data and allow simulation of alternative scenarios. In this work, we present a new tool that reproduces the dynamics of e-commerce and urban logistics and that supports decision making for urban planners. The tool allows for assessment of alternative logistics interventions, considering the efficiency aspects from the supply side and overall environmental and travel time savings benefits from the demand side.","","Full papers","english","17"
"10","Multiple aspect trajectory data analysis: research challenges and opportunities","Trajectory data analysis and mining has been largely studied in the past years. Although trajectories are multidimensional data, that have space, time, and semantic information, only a few works on the literature have consid- ered all three dimensions. Indeed, we claim in this paper that not only the three dimensions must be considered in trajectory data analysis, but that trajectories can be represented from different points of view, that we call multiple aspect representation. Existing works, in general, are limited to one single trajectory representation, what narrows the discovery of several types of interesting pat- terns. In this vision paper we show that there is a need for a change of paradigm in trajectory data analysis, and present new research challenges in movement analysis.","","Full papers","english","17"
