"id_pessoa","nome","instituicao"
"1","Rodolfo M. Almeida","Instituto Nacional de Pesquisas Espaciais (INPE)"
"2","Elbert E. N. Macau","Instituto Nacional de Pesquisas Espaciais (INPE)"
"3","Helena Fran�a","Instituto Nacional de Pesquisas Espaciais (INPE)"
"4","Fernando M. Ramos","Instituto Nacional de Pesquisas Espaciais (INPE)"
"5","Tiago Garcia de Senna Carneiro","Universidade Federal de Ouro Preto (UFOP)"
"6","Helder Arag�o","UNIFACS"
"7","Jorge Campos","UNIFACS"
"8","Wagner Hugo Bonat","Universidade Federal do Paran– (UFPR)"
"9","Henrique Silva Dallazuana","Universidade Federal do Paran– (UFPR)"
"10","Paulo Justiniano Ribeiro Junior","Universidade Federal do Paran– (UFPR)"
"11","Antonio Miguel Vieira Monteiro","Instituto Nacional de Pesquisas Espaciais (INPE)"
"12","Rog�rio Lu�s Ribeiro Borba","Universidade do Estado do Rio de Janeiro (UERJ)"
"13","Guilherme L. A. Mota","Universidade do Estado do Rio de Janeiro (UERJ)"
"14","Jorge Lu�s Nunes e Silva Brito","Universidade do Estado do Rio de Janeiro (UERJ)"
"15","Tiago Garcia de Sena Carneiro","Universidade Federal de Ouro Preto (UFOP)"
"16","Gilberto C�mara","Instituto Nacional de Pesquisas Espaciais (INPE)"
"17","Raian Vargas Maretto","Universidade Federal de Ouro Preto (UFOP)"
"18","Flavia F. Feitosa","University of Bonn"
"19","Joshua Reyes","University of Massachusetts"
"20","Walter E. Zesk","Rhode Island School of Design and Architecture"
"21","karla Donato Fook","Centro Federal de Educa––o Tecnol–gica do Maranh–o (CEFET–MA)"
"22","Silvana Amaral","Instituto Nacional de Pesquisas Espaciais (INPE)"
"23","Ant�nio Miguel Vieira Monteiro","Instituto Nacional de Pesquisas Espaciais (INPE)"
"24","Marco Antonio Casanova","Pontif–cia Universidade Cat–lica do Rio de Janeiro (PUC-Rio)"
"25","Cleber Gouv�a","Universidade Cat–lica de Pelotas (UCPEL)"
"26","Stanley Loh","Universidade Cat–lica de Pelotas (UCPEL)"
"27","Lu�s Fernando Fortes Garcia","Universidade Cat–lica de Pelotas (UCPEL)"
"28","Evandro Brasil da Fonseca","Universidade Luterana do Brasil (ULBRA)"
"29","Igor Wendt","Faculdade Dom Bosco"
"30","Tiago F. M. Lima","Universidade Federal de Minas Gerais (UFMG)"
"31","Tiago G. S. Carneiro","Universidade Federal de Ouro Preto (UFOP)"
"32","S�rgio D. Faria","Universidade Federal de Minas Gerais (UFMG)"
"33","Leone Pereira Masiero","Pontif–cia Universidade Cat–lica do Rio de Janeiro (PUC-Rio)"
"34","Marco A. Casanova","Pontif–cia Universidade Cat–lica do Rio de Janeiro (Puc-Rio)"
"35","Marcelo T. M. Carvalho","Pontif–cia Universidade Cat–lica do Rio de Janeiro (Puc-Rio)"
"36","Marcelo G. Metello","Pontif–cia Universidade Cat–lica do Rio de Janeiro (PUC-Rio)"
"37","Marco A. Casanova","Pontif–cia Universidade Cat–lica do Rio de Janeiro (PUC-Rio)"
"38","Marcelo T. M. Carvalho","Pontif–cia Universidade Cat–lica do Rio de Janeiro (PUC-Rio)"
"39","Evaldinolia Moreira","Instituto Nacional de Pesquisas Espaciais (INPE)"
"40","Ana Paula Aguiar","Instituto Nacional de Pesquisas Espaciais (INPE)"
"41","Sergio Costa","Instituto Nacional de Pesquisas Espaciais (INPE)"
"42","Gilbeto C�mara","Instituto Nacional de Pesquisas Espaciais (INPE)"
"43","Maikon R. de Novaes","Instituto Nacional de Pesquisas Espaciais (INPE)"
"44","Bernardo T. F. Rudorff","Instituto Nacional de Pesquisas Espaciais (INPE)"
"45","Edison Crepani","Instituto Nacional de Pesquisas Espaciais (INPE)"
"46","Luciana Miura Sugawara","Instituto Nacional de Pesquisas Espaciais (INPE)"
"47","Pedro A. Oliveira","Pontif–cia Universidade Cat–lica de Minas Gerais (PUC Minas)"
"48","Clodoveu A. Davis Junior","Universidade Federal de Minas Gerais (UFMG)"
"49","Pedro Felipe A. Oliveira","GeoExplore"
"50","Paulo Pimenta","Departamento de Inform–tica, Universidade Federal do Par– (UFPA)"
"51","Andrea Coelho","N–cleo de Cen–rios, Instituto de Desenvolvimento Econ–mico-Social do Par– (IDESP)"
"52","Sergio Costa","Centro de Ci–ncias do Sistema Terrestre (CST), Instituto Nacional de Pesquisas Espaciais (INPE)"
"53","Ana Paula Aguiar","Centro de Ci–ncias do Sistema Terrestre (CST), Instituto Nacional de Pesquisas Espaciais (INPE)"
"54","Gilberto C�mara","Divis–o de Processamento de Imagens (DPI), Instituto Nacional de Pesquisas Espaciais"
"55","Roberto Ara�jo","Departamento de Antropologia, Museu Paraense Em–lio Goeldi (MPEG)"
"56","Adagenor Ribeiro","Departamento de Inform–tica, Universidade Federal do Par– (UFPA)"
"57","Jos� Augusto S. Ramos","Universidade Federal Fluminense (UFF)"
"58","Claudio Esperan�a","Universidade Federal do Rio de Janeiro (UFRJ)"
"59","Esteban Walter G. Clua","Universidade Federal Fluminense (UFF)"
"60","Jo�o Carlos Tavares da Silva","Pontif–cia Universidade Cat–lica de Minas Gerais (PUCMINAS)"
"61","Clodoveu Augusto Davis-Jr","Universidade Federal de Minas Gerais (UFMG)"
"62","Thiago Lu�s Lopes Siqueira","Universidade Federal de S–o Carlos (UFSCar)"
"63","Ricardo Rodrigues Ciferri","Universidade Federal de S–o Carlos (UFSCar)"
"64","Val�ria Ces�rio Times","Universidade Federal de Pernambuco (UFPE)"
"65","Cristina Dutra de Aguiar Ciferri","Universidade de S–o Paulo (USP)"
"66","Vanessa Cristina Oliveira de Souza","Instituto Nacional de Pesquisas Espaciais (INPE)"
"67","Steffen Volz","Carl von Ossietzky Universität Oldenburg"
"68","Daniela Nicklas","Carl von Ossietzky Universität Oldenburg"
"69","Matthias Grossmann","Universität Stuttgart"
"70","Matthias Wieland","Universität Stuttgart"
