"id_pessoa","nome","instituicao"
"1","Leo Antunes","Universidade Federal do Estado do Rio de Janeiro (UNIRIO)"
"2","Leonardo Guerreiro Azevedo","Universidade Federal do Estado do Rio de Janeiro (UNIRIO)"
"3","Claudio de Souza Baptista","Universidade Federal de Campina Grande (UFCG)"
"4","Odilon F. de Lima Junior","Universidade Federal de Campina Grande (UFCG)"
"5","Maxwell Guimar�es de Oliveira","Universidade Federal de Campina Grande (UFCG)"
"6","Fabio Gomes de Andrade","Universidade Federal de Campina Grande (UFCG)"
"7","Tiago Eduardo da Silva","Universidade Federal de Campina Grande (UFCG)"
"8","Carlos Eduardo Santos Pires","Universidade Federal de Campina Grande (UFCG)"
"9","Ivanildo Barbosa","Instituto Militar de Engenharia (IME)"
"10","Marco A. Casanova","Pontif–cia Universidade Cat–lica do Rio de Janeiro (Puc-Rio)"
"11","Eduardo M. Carboni","Universidade Federal de Santa Catarina(UFSC)"
"12","Vania Bogorny","Universidade Federal de Santa Catarina(UFSC)"
"13","Eduilson L�vio N. da C. Carneiro","Instituto Federal de Educa––o, Ci–ncia e Tecnologia do Piau– - IFPI"
"14","La�rcio M. Namikawa","Instituto Nacional de Pesquisas Espaciais (INPE)"
"15","Gilberto C�mara","Instituto Nacional de Pesquisas Espaciais (INPE)"
"16","Chaulio R. Ferreira","Universidade Federal de Vi–osa (UFV)"
"17","Salles V. G. Magalh�es","Universidade Federal de Vi–osa (UFV)"
"18","Marcus V. A. Andrade","Universidade Federal de Vi–osa (UFV)"
"19","Thales Sehn Korting","Instituto Nacional de Pesquisas Espaciais (INPE)"
"20","Emiliano Ferreira Castejon","Instituto Nacional de Pesquisas Espaciais (INPE)"
"21","Leila Maria Garcia Fonseca","Instituto Nacional de Pesquisas Espaciais (INPE)"
"22","Rodolfo Ladeira","Universidade Federal de Vi–osa (UFV)"
"23","Salles Magalh�es","Universidade Federal de Vi–osa (UFV)"
"24","Marcus Andrade","Universidade Federal de Vi–osa (UFV)"
"25","Mauricio Gruppi","Universidade Federal de Vic–osa (UFV)"
"26","Danubia Lima","Instituto Federal de Educa––o, Ci–ncia e Tecnologia da Para–ba (IFCT-PB)"
"27","Antonio Mendon�a","Instituto Federal de Educa––o, Ci–ncia e Tecnologia da Para–ba (IFCT-PB)"
"28","Ana Carolina Salgado","Universidade Federal de Pernambuco (UFPE)"
"29","Damires Souza","Instituto Federal de Educa––o, Ci–ncia e Tecnologia da Para–ba (IFCT-PB)"
"30","Matheus Silva Mota","Universidade Estadual de Campinas (UNICAMP)"
"31","Jo�o S�vio Ceregatti Longo","Universidade Estadual de Campinas (UNICAMP)"
"32","Daniel Cintra Cugler","Universidade Estadual de Campinas (UNICAMP)"
"33","Claudia Bauzer Medeiros","Universidade Estadual de Campinas (UNICAMP)"
"34","Samara Martins do Nascimento","Universidade Federal de Pernambuco (UFPE)"
"35","Renata Miwa Tsuruda","Universidade Federal de S–o Carlos (UFSCar)"
"36","Thiago Lu�s Lopes Siqueira","Universidade Federal de S–o Carlos (UFSCar)"
"37","Val�ria Ces�rio Times","Universidade Federal de Pernambuco (UFPE)"
"38","Ricardo Rodrigues Ciferri","Universidade Federal de S–o Carlos (UFSCar)"
"39","Cristina Dutra de Aguiar Ciferri","Universidade de S–o Paulo, S–o Carlos, USP"
"40","Mauricio Carvalho Mathias de Paulo","Diretoria de Servi–o Geogr–fico (DSG)"
"41","Antonio Miguel Vieira Monteiro","Instituto Nacional de Pesquisas Espaciais (INPE)"
"42","Eduardo Gerbi Camargo","Instituto Nacional de Pesquisas Espaciais (INPE)"
"43","Maur�cio Carvalho Mathias de Paulo","Diretoria de Servi–o Geogr–fico (DSG)"
"44","Lubia Vinhas","Instituto Nacional de Pesquisas Espaciais (INPE)"
"45","Leonardo Bacelar Lima Santos","Instituto Nacional de Pesquisas Espaciais (INPE)"
"46","Raian Vargas Maretto","Instituto Nacional de Pesquisas Espaciais (INPE)"
"47","L�liam C�sar de Castro Medeiros","Instituto Nacional de Pesquisas Espaciais (INPE)"
"48","Fl�via da Fonseca Feitosa","Instituto Nacional de Pesquisas Espaciais (INPE)"
"49","Ant�nio Miguel Vieira Monteiro","Instituto Nacional de Pesquisas Espaciais (INPE)"
"50","Fernando de Lucca Siqueira","Universidade Federal de Santa Catarina(UFSC)"
"51","Lucas F. M. Vegi","Universidade Federal de Vi–osa (UFV)"
"52","Jugurta Lisboa F.","Universidade Federal de Vi–osa (UFV)"
"53","Wagner D. Souza","Universidade Federal de Vi–osa (UFV)"
"54","Jo�o P. C. Lamas","Universidade Federal de Vi–osa (UFV)"
"55","Glauber L. S. Costa","Universidade Federal de Vi–osa (UFV)"
"56","Wellington M. Oliveira","Universidade Federal de Vi–osa (UFV)"
