"id_artigo","titulo","abstract","n_paginas","tipo_artigo","lingua","n_edicao"
"1","Effects of IBGE�s 2019 Definition for Brazilian Biomes in Different Political-Administrative Scales","In 2019, the official delimitation of the Brazilian biomes was updated to a considerably more detailed description compared to the previous definition that lasted 15 years. This work investigates the possible effects of such changes in different political-administrative scales, ranging from biomes to the municipality level. We define effect levels according to the changes between the biomes in each scale, indicating the areas more subject to the changes in the newest version of the Brazilian biomes. Depending on the scale of the study, the changes in the Brazilian biomes might have significant effects, mainly in the Pampa biome, in Piau�ı, Sao Paulo, Sergipe, and Bahia states, and at the municipality level.","","full","english","24"
"2","Soil, Lithology and Land Use and Land Cover Associations in Rio de Janeiro State, Brazil","Soil formation and change is controlled by the parent material and land use/land cover dynamics, among other factors. The objective is to identify the main soil-lithology and soil-land use/land cover (LULC) associations in Rio de Janeiro state, Brazil, by preparing raster layers and combining them using map algebra. The primary soil classes include Argisols, Oxisols and Cambisols, occurring across many lithology and LULC classes, followed by Gleisols and Spodosols associated with sandy lithology in the coastal plain. The predominant soil-LULC associations include Argisols and Oxisols on pasture, forest, and agriculture. Soil-lithology and soil-LULC associations in Rio de Janeiro support soil mapping, land conservation and policy making.","","full","english","24"
"3","Integration of heterogeneous data to build a decision support system that supports municipal urban planning","One of the goals of the 2030 Agenda for Sustainable Development is the ability to plan and manage human settlements. This is a challenge, especially for cities in Brazil, given that more than 80% of Brazilians live in urban areas. In this sense, urban planning is seen as one of the ways to mitigate the negative effects of urbanization, which can be made possible through the use of information and communication technology. However, the information available to managers is not integrated and organized in a way that facilitates decision making. Thus, a question arises to be discussed: how to build a database to support decision-making based on the integration of heterogeneous data from a municipality? This article presents the development of a conceptual data model constructed from heterogeneous data generated from the elaboration of urban policy instruments. For this, the data integration process adapted from the framework Computational Informational Design was used. The study area was a municipality in Minas Gerais that went through the adaptation processes of the master and mobility plans, in addition to having carried out the real estate reregistration supported by geotechnologies. The model made it possible to integrate the information using geographic space as the main link. The main contribution of this article is the process of developing the conceptual model and the discussion of how this model helps public managers in decision-making. RESUMO: Uma das metas da Agenda 2030 para o Desenvolvimento Sustent�avel �e capacidade de planejar e gerir os assentamentos humanos. O que �e um desafio, em especial para as cidades do Brasil, visto que mais de 80% dos brasileiros vivem em �areas urbanas. Nesse sentido, o planejamento urbano �e tido como uma das formas de mitigar os efeitos negativos da urbanizac� ao, o qual pode ser viabilizado a partir do uso de tecnologia de informac� ao e comunicac� ao. No entanto, as informac� oes dispon�ıveis para os gestores nao estao integradas e organizadas de forma que facilite a tomada de decisao. Dessa forma, surge uma questao a ser discutida: como construir um banco de dados para apoiar a tomada de decisao com base na integrac� ao de dados heterog eneos de um munic�ıpio? Este artigo apresenta o desenvolvimento de um modelo de dados conceitual constru�ıdo a partir de dados heterogeneos gerados da elaborac� ao dos instrumentos de pol�ıtica urbana. Para isso, utilizou-se o processo de integrac� ao de dados adaptado do framework Computational Informational Design. A �area de estudo foi um munic�ıpio mineiro que passou pelos processos de adequac� ao dos planos diretor e de mobilidade, al�em de ter realizado o recadastramento imobili�ario apoiado por geotecnologias. O modelo possibilitou integrar as informac� oes utilizando como principal elo de ligac� ao o espac�o geogr�afico. A principal contribuic� ao deste artigo �e o processo de desenvolvimento do modelo conceitual e a discussao de como esse modelo auxilia a tomada de decisao por parte dos gestores p�ublicos.","","full","english","24"
"4","Quantifying selective logging intensity through airborne LiDAR data in an Amazon rainforest: study case at Jamari National Forest","Airborne LiDAR data represents one of the most accurate ways to estimate forest strucutre and carbon nowadays. This study aimed to estimate the intensity of selective logging activities in terms of density and volume of logged trees based on airborne LiDAR data in comparison to ground measurements on a forest concession area in the Brazilian Amazon, the Jamari National Forest. The results show a significant relationship between logging intensity and LiDAR intensity. This constituted an important step towards monitoring selective logging in the Amazon and areas under forest concession.","","full","english","24"
"5","Creation of the geospatial information catalog of the Georeferenced Information Base program","This work presents the development of the Georeferenced Information Base (BIG), a new institutional program in progress at the National Institute for Space Research (INPE). The BIG aims to create a high-performance computing platform to manage, integrate, process, and provide geospatial data, as well as to support collaboration and the creation of new applications. GeoNetwork, an application that manages geospatial resource metadata, serves as the underlying platform. The insertion of metadata is in progress, as well as customizations to the interface the enhance the user experience. The catalog's utility is evident in aiding the community to locate INPE data, reinforcing the ongoing significance of the project.","","full","english","24"
"6","Simulating urban development scenarios for coastal cities in south Brazil","This study proposes a hybrid model based on agents and cellular automata which aims to analyze the long-term effects of sea level rise and real estate market dynamics on the urban development of coastal cities in Rio Grande do Sul, a state located in south Brazil. This model simulates the study area's urban growth by reproducing the process of spatial allocation of residential and commercial activities and the resulting variations in built form and territorial attributes. The proposed model is used to simulate the urban development of Tramanda� and Imb� - two coastal municipalities in Rio Grande do Sul - between 2010 and 2040. Even though the results have indicated the existence of some distortions in the model's functioning, the analysis enabled the enumeration of potential future urban growth dynamics for the study area.","","full","english","24"
"7","Evaluation of the optimal image segmentation parameters for deforestation mapping using the Shepherd method","Deforestation in the Amazon is a threat to its biodiversity and has significant implications for both local and global climate. Therefore, monitoring deforestation is essential for the conservation of the biome. The objective of this study is to find the best possible set of parameters to segment an image using the RSGISLIB library, systematically varying the parameters. The segmentation results were compared with reference segments, aiming for the highest possible similarity using the Intersection over Union (IoU) metric. The best parameters were 2 and 3 clusters with a minimum number of pixels equal to 100, both achieving an IoU > 0.81, highlighting the effectiveness of the method employed. RESUMO: O desmatamento da Amaz�nia � uma amea�a para sua biodiversidade e tem fortes implica��es para o clima local e global. Portanto, o monitoramento do desmatamento � essencial para conserva��o do bioma. O objetivo deste trabalho � encontrar o melhor conjunto de par�metros poss�vel para segmentar uma imagem, utilizando a biblioteca RSGISLIB, variando os par�metros sistematicamente. Os resultados da segmenta��o foram comparados com segmentos de refer�ncia, buscando a maior similaridade poss�vel, atrav�s da m�trica Intersection Over Union. Os melhores par�metros foram: 2 e 3 clusters com o n�mero m�nimo de pixels igual a 100, sendo que ambos atingiram IoU > 0.81, evidenciando a efici�ncia do m�todo utilizado.","","full","english","24"
"8","Assessing the Influence of Borders and Roads on the Segmentation of Rice Fields: A Case Study","This study investigates the accurate delineation of irrigated rice fields using advanced segmentation techniques, such as the Segment Anything Model (SAMgeo). Leveraging data from two optical sensors, CBERS-4A/WPM and Sentinel-2/MSI, the research addresses challenges posed by borders and roads in the classification process. The outcomes reveal a notable impact, with a total of 9.2% of the classified irrigated rice area representing roads or plot borders. Consequently, this discrepancy leads to a potential overestimation of the cultivated area, impacting yield estimation and monetary projections. The study underscores the significance of precise segmentation methods and highlights SAMgeo's potential application in improving agricultural mapping accuracy.","","full","english","24"
"9","Evaluation of Hydrological Resources Using Soil and Water Assessment Tool (SWAT) in Hunza and Shyok Basin: Implications from Remote Sensing and GIS","Seasonal variations in streamflow significantly affect the agricultural system, water supply, and hydropower production in the Shyok and Hunza River basins. A rainfall-runoff model for these rivers was developed in this study using SWAT. The model performance in simulating river discharge was assessed. Key data such as terrain characteristics from DEMs, landcover maps from remote sensing, and soil information from FAO were used in model development. Satellite-derived rainfall and observed discharge at Yogo and Danyor stations was used for model simulation, calibration, and validation. Statistical indices (Daily: R2 (0.68-0.76), NSE (0.59-0.60), PBIAS (12%); Monthly: R2 (0.65- 0.70), NSE (0.55-0.59), PBIAS (12%) indicate a good resemblance of the simulated and observed discharge.","","full","english","24"
"10","Assessing Urban Heat Exposure of Precarious Settlements in S�o Paulo, Brazil and Delhi, India","Urban heat is a growing concern in rapidly expanding cities worldwide, posing significant risks to human health and well-being. This paper investigates the hypothesis that precarious settlements characterized by inadequate infrastructure and limited resources, are more exposed to Urban Heat. Taking S�o Paulo, Brazil, and Delhi, India, two megacities as case studies, Land Surface Temperature (LST) is used to determine the extent of heat exposure in these settlements. In S�o Paulo, despite diverse locations, Corti�os and Favelas exhibit high LST values (35.80�C and 34.76�C), emphasizing challenges tied to inadequate infrastructure. Notably, industrial areas display a lower LST (32.54�C), while gated housing communities benefit from well-planned layouts, resulting in lower LST values. In Delhi, unauthorized colonies and slums experience elevated LST values (35.90�C and 35.10�C), attributed to limited vegetation and substandard housing materials. Commercial and industrial areas in Delhi demonstrate higher LST values (35.79�C and 36.38�C), emphasizing the impact of building density. The study reveals a dual nature of urban heat challenges in Delhi, with the western part exhibiting the highest LST values due to barren agricultural land post-harvest. The findings suggest that precarious settlements face higher levels of urban heat, emphasizing the need for targeted interventions to mitigate heat-related risks in vulnerable communities.","","full","english","24"
"11","A Method for Computing Representative Data for Multiple Aspect Trajectories based on Data Summarization","This paper introduces a novel method for summarizing multipleaspect trajectories (MATs), addressing challenges posed by their spatial, temporal, and semantic dimensions. Our approach combines spatial grid-based segmentation and temporal sequence analysis to compute representative data. It segments trajectory data into spatial cells and captures the temporal sequence of points within each cell to determine the temporal intervals of the MATs. Evaluation using the average recall (AR) metric yielded satisfactory results, confirming the utility of the method. This method has potential applications in various domains, including transportation planning, urban analytics, and human mobility analysis, crucial for informed decision-making.","","full","english","24"
