"id_artigo","titulo","abstract","n_paginas","tipo_artigo","lingua","n_edicao"
"1","Interoperability through web services: evaluating OGC standards in client development for spatial data infrastructures","Interoperability is one of the most important challenges related to GIS. Through the last years, research on interoperability has evolved from the simple off-line exchange of standardized-format files, through the establishment of spatial data clearinghouses, and to the first initiatives in the treatment of semantic aspects of data. The Open Geospatial Consortium (OGC) has proposed a number of standards to that respect, with the intention of promoting interoperability through the use of services. However, issues regarding fault tolerance, server-independent implementation, delayed-time transactions, privacy, and others reflect the need for further study and discussion. This paper discusses the current status of service-oriented architectures as applied to interoperable GIS, or, more specifically, to the implementation of local spatial data infrastructures (LSDI). A prototype designed to test the services abstract model by simulating a real-world use case is presented. Our conclusions indicate that some improvements may be helpful in the development of GIS/LSDI clients, as well as in the communication between thin clients and servers, supporting delayedtime transactions through asynchronous communication, and enabling clients to support fault-tolerant mechanisms without provider-dependent solutions.","","Full papers","english","8"
"2","Space-time surveillance for the detection of emerging clusters","Space-time events with coordinates (xi; yi; ti) are monitored continu- ally. The events' density varies largely in both, space and time. At a certain un- known instant t , a relatively small cluster of increased intensity starts to emerge. Its location is also unknown. The aim is to let make an alarm go off as soon as possible after t but avoiding it to go off unnecessarily. In this paper we propose an alarm system that does not require the specification of the spatial pattern or the temporal pattern. It is based on a martingale approach. We detail its theo- retical foundation and the corresponding algorithm. We provide an illustration of its use in practice.","","","english","8"
"3","Medida de correla��o entre padr�es pontuais de origem-destino","Quando se utilizam dados pontuais do tipo origem-destino � interessante verificar se a liga��o entre os dois padr�es pontuais � resultado de uma aleatoriedade ou n�o. Para tanto o presente artigo apresenta uma nova medida para expressar a for�a da liga��o entre dois processos pontuais, determina a sua distribui��o de probabilidade sob hip�tese de aleatoriedade na liga��o e apresenta um exemplo de aplica��o da metodologia em furtos e localiza��o de ve�culos em Belo Horizonte.","","Short papers","portuguese","8"
"4","Interoperabilidade entre objetos geogr�ficos heterog�neos","A falta de interoperabilidade � um problema encontrado quando se faz necess�rio utilizar informa��es dispon�veis em diversas institui��es geradoras ou detentoras de informa��es espaciais. Este artigo descreve uma metodologia para se obter a interoperabilidade entre objetos geogr�ficos heterog�neos e distribu�dos baseada na utiliza��o da especifica��o do servi�o Web Feature Service (WFS) do Open Geospatial Consortium (OGC), como mecanismo para tornar os formatos de dados uniformes, e de ontologias do dom�nio, atrav�s da Ontology Web Language (OWL), como esquema sint�tico e sem�ntico de refer�ncia compartilhado para a integra��o destes objetos. Esta abordagem permite um alto grau de interoperabilidade e est� sendo aplicada na obten��o de informa��o de solos no projeto de zoneamento agroecol�gico da cultura do dend� em �reas desmatadas da Amaz�nia, coordenado pela Embrapa Solos.","","Full papers","portuguese","8"
"5","Approximate query processing in spatial databases using raster signatures","Traditional query processing provides exact answers to queries. However, in many applications, the response time of exact answers is often longer than what is acceptable. Approximate query processing has emerged as an alternative approach to give to the user an answer in a short time. The goal is to provide an estimated result in one order of magnitude less time than the time to compute the exact answer. There is a large set of techniques for approximate query processing; however, most of them are only suitable for traditional data. This work proposes new algorithms for a set of spatial operations that can be processed approximately using 4CRS (Four-Color Raster Signature).","","Full papers","english","8"
"6","Towards gazetteer integration through an instance-based thesauri mapping approach","Gazetteers are catalogs of geographic features, typically classified using a feature type thesaurus. Integrating gazetteers is an issue that requires some strategy to deal with multiple thesauri, which represent different classifications for the geographic domain. This paper proposes an instancebased approach to define mapping rates between terms of distinct feature type thesauri in order to enable the reclassification of the data migrated from one gazetteer to another.","","Full papers","english","8"
"7","TerraHS: integration of functional programming and spatial databases for GIS application development","Recently, researchers in GIScience argued about the benefits on using functional programming for geospatial application development and prototyping of novel ideas. This paper presents an application that interfaces a functional language with a spatial database. It enables developing GIS applications development in a functional language, while handling data are in a spatial database. We used this application develop a Map Algebra, that shows the benefits on using this paradigm in GIScience. Our work shows there are many gains in using a functional language, especially Haskell, to write concise and expressive GIS applications. The TerraHS application allows a good compromise between the expressive power of a functional language, and the data handling facilities of an imperative language.","","Full papers","english","8"
"8","Geographic delineation of disease clusters through multi-objective optimization","Irregularly shaped spatial disease clusters occur commonly in epidemiological studies, but their geographic delineation is poorly defined. Most current spatial scan software usually displays only one of the many possible cluster solutions with different shapes, from the most compact round cluster to the most irregularly shaped one, corresponding to varying degrees of penalization parameters imposed to the freedom of shape. Even when a fairly complete set of solutions is available, the choice of the most appropriate parameter setting is left to the practitioner, whose decision is often subjective. We propose quantitative criteria for choosing the best cluster solution, through multi-objective optimization, by finding the Pareto-set in the solution space. Two competing objectives are involved in the search: regularity of shape, and scan statistic value. Instead of running sequentially a cluster finding algorithm with varying degrees of penalization, the complete set of solutions is found in parallel, employing a genetic algorithm. The cluster significance concept is extended for this set in a natural and unbiased way, being employed as a decision criterion for choosing the optimal solution. The Gumbel distribution is used to approximate the empiric scan statistic distribution, speeding up the significance estimation. The method is fast, with good power of detection. An application to breast cancer clusters is discussed.","","Full papers","english","8"
"9","Web service for cooperation in biodiversity modeling","Researchers working with biodiversity try to understand organisms adaptation in their environmental niche and try to provide subsidies for conscious use of natural resources by scientific organizations and government institutions. This work aims to support the cooperation among the researchers of a species distribution modeling network. The cooperation is based on sharing modeling results, which involves samples of species, environmental data and modeling algorithms. For this, we propose a web service that allows the creation, cataloguing and recovery of model instances. A model instance includes the data and the context of modeling results.","","Short papers","english","8"
"10","A rule-based optimizer for spatial join algorithms","The spatial join operation is both one of the most important and expensive operations in Geographic Database Management Systems (GDBMS). This paper presents a set of rules to optimize the performance of the filtering step of spatial joins operations. First, a set of expressions to predict the number of I/O operations and CPU performance is presented. The rules are based on expressions to predict the performance of algorithms and tests performed with synthetic and real data sets. Fos some cases, the optimized algorithm can execute the same operation 10 times faster than the original, non-optimized version.","","Full papers","english","8"
"11","Electricity consumption as a predictor of household income: an spatial statistics approach","This paper investigates the relationship between electricity consumption, economic classification and household income, by means of comparing Brazilian Census Micro-Data with the customer database of AES Eletropaulo, a large Brazilian electric distribution company, using traditional statistics and spatial auto-regressive models. Income and economic classification are recognized as efficient proxies for purchasing power. Income indicators based on Electricity Consumption can be almost automatically generated by electric companies using GIS techniques, and this is a potential new business model for electric companies.","","Full papers","english","8"
"12","Um m�todo para determinar a equival�ncia sem�ntica entre esquemas GML","Uma das dificuldades enfrentadas por Sistemas de Informa��es Geogr�ficas (SIG) � a troca de informa��es entre sistemas distintos. A Geography Markup Language (GML) define um conjunto de regras para o transporte e armazenamento de informa��o geogr�fica. Por�m, SIGs diferentes podem usar esquemas GML diferentes, gerando problemas de interoperabilidade em n�vel sem�ntico. Este trabalho prop�e um m�todo semi-autom�tico para determinar a equival�ncia sem�ntica entre esquemas GML heterog�neos no dom�nio de cadastro urbano, usando uma ontologia como uma refer�ncia sem�ntica.","","Short papers","portuguese","8"
