repository_id;title;conference_name;year;language;Area;author;affiliation
sid.inpe.br/mtc-m16c/2015/11.26.17.42.49;Using OGC services to interoperate spatial data stored in SQL and NoSQL databases;Simpósio Brasileiro de Geoinformática, 12 (GEOINFO);2011;english;SRE;Claudio de Souza Baptista | Odilon F. de Lima Junior | Maxwell Guimarães de Oliveira | Fabio Gomes de Andrade | Tiago Eduardo da Silva | Carlos Eduardo Santos Pires;Universidade Federal de Campina Grande (UFCG) | Universidade Federal de Campina Grande (UFCG) | Universidade Federal de Campina Grande (UFCG) | Universidade Federal de Campina Grande (UFCG) | Universidade Federal de Campina Grande (UFCG) | Universidade Federal de Campina Grande (UFCG)
sid.inpe.br/mtc-m16c/2015/11.26.17.39.41;Trust indicator for decisions based on geospatial data;Simpósio Brasileiro de Geoinformática, 12 (GEOINFO);2011;english;SRE;Ivanildo Barbosa | Marco A. Casanova;Instituto Militar de Engenharia (IME) | Pontifícia Universidade Católica do Rio de Janeiro (Puc-Rio)
