repository_id;title;conference_name;year;language;Area;author;affiliation
sid.inpe.br/mtc-m16c/2020/12.14.11.52.42;A Meta-Learning Framework for Imputing Missing Values in Weather Time Series;Simpósio Brasileiro de Geoinformática, 21 (GEOINFO);2020;english;SRE;Vinícius H. A. Alves | Marconi A. Pereira;Universidade Federal de Sao Joao del-Rei (UFJR) | Universidade Federal de Sao Joao del-Rei (UFJR)
sid.inpe.br/mtc-m16c/2020/12.14.11.01.34;Analysing the Tradeoff between Resource Consumption and Information Gain in the Gathering of Geolocation Data Using Smarphones;Simpósio Brasileiro de Geoinformática, 21 (GEOINFO);2020;english;SRE;Thierry Silva Barros | Claudio E. C. Campelo;Universidade Federal de Campina Grande (UFCG) | Universidade Federal de Campina Grande (UFCG)
sid.inpe.br/mtc-m16c/2020/12.14.10.55.09;Traffic Flow at Night: a custom algorithm for identifying basal nighttime radiance levels of roadways;Simpósio Brasileiro de Geoinformática, 21 (GEOINFO);2020;english;SRE;Gabriel Da Rocha Bragion | Gabriel C. Gonçalves | Ana Paula Dal'Asta | Carolina De Faria Santos | Lucas Maia De Oliveira | Antônio Miguel Vieira Monteiro | Silvana Amaral;Instituto Nacional de Pesquisas Espaciais (INPE) | Instituto Nacional de Pesquisas Espaciais (INPE) | Instituto Nacional de Pesquisas Espaciais (INPE) | Instituto Nacional de Pesquisas Espaciais (INPE) | Instituto Nacional de Pesquisas Espaciais (INPE) | Instituto Nacional de Pesquisas Espaciais (INPE) | Instituto Nacional de Pesquisas Espaciais (INPE)
sid.inpe.br/mtc-m16c/2020/12.14.12.13.32;Spatiotemporal disease tracking through open unstructured data and GIS;Simpósio Brasileiro de Geoinformática, 21 (GEOINFO);2020;english;SRE;Luiz H. A. Cardim | Nádia P. Kozievitch;Universidade Tecnológica Federal do Paraná (UTFPR) | Universidade Tecnológica Federal do Paraná (UTFPR)
sid.inpe.br/mtc-m16c/2020/12.14.11.57.12;Human Spatial Reasoning in Everyday Language: Inferring Regions that Describe Spatial Relations;Simpósio Brasileiro de Geoinformática, 21 (GEOINFO);2020;english;SRE;Lucas Freitas | Claudio E. C. Campelo;Universidade Federal de Campina Grande (UFCG) | Universidade Federal de Campina Grande (UFCG)
sid.inpe.br/mtc-m16c/2020/12.15.12.11.01;Integração dos ambientes Brazil Data Cube e Open Data Cube;Simpósio Brasileiro de Geoinformática, 21 (GEOINFO);2020;portuguese;SRE;Felipe Menino Carlos | Vitor C. F. Gomes | Gilberto Ribeiro de Queiroz | Karine Reis Ferreira | Rafael Duarte Coelho dos Santos;Instituto Nacional de Pesquisas Espaciais (INPE) | Instituto de Estudos Avançados (IEAv) | Instituto Nacional de Pesquisas Espaciais (INPE) | Instituto Nacional de Pesquisas Espaciais (INPE) | Instituto Nacional de Pesquisas Espaciais (INPE)
sid.inpe.br/mtc-m16c/2020/12.15.13.42.07;DIMS-LapsusTerrae: Sistema de Gerenciamento de Informação de Desastres de Deslizamento de Terra;Simpósio Brasileiro de Geoinformática, 21 (GEOINFO);2020;portuguese;SRE;Lucas F. Dorigueto | Carlos H. T. Brumatti | Erick L. Figueiredo | Jugurta Lisboa-Filho;Universidade Federal de Viçosa (UFV) | Universidade Federal de Viçosa (UFV) | Universidade Federal de Viçosa (UFV) | Universidade Federal de Viçosa (UFV)
sid.inpe.br/mtc-m16c/2020/12.15.13.34.33;Clustermap: plugin de visualização de dados multivariados em mapas coropléticos;Simpósio Brasileiro de Geoinformática, 21 (GEOINFO);2020;portuguese;SRE;Tiago P. Silvano | Bryan M. Correa | Philipe Borba | Ivanildo Barbosa;Instituto Militar de Engenharia (IME) | Instituto Militar de Engenharia (IME) | Universidade de Brasília (UnB) | Instituto Militar de Engenharia (IME)
